review_id,competencia_referencia,cnpj_fundo,denominacao_referencia,status,tipo_analitico,foco_analitico,tabela_ii_analitica,taxonomia_funcional_n1,taxonomia_funcional_n2,confianca,documento_id,fonte_documental,documento_data,pagina_clausula,evidencia,cedente_originador_expresso,notas,responsavel,competencia_inicio,updated_at_utc
11468186000124,2026-06,11468186000124,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1130308,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=11468186000124,,p. 49 — política/definição do lastro,"COMO OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DAS COTAS DE SUAS RESPECTIVAS TITULARIDADES POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE, PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS NOS SEGMENTOS INDUSTRIAL, COMERCIAL, DO AGRONEGOCIO, FINANCEIRO E DE PRESTACAO DE SERVICOS REPRESENTADOS POR (A) TITULOS DE CREDITO, TAIS COMO MAS NAO MAS LIMITADAMENTE A DUPLICATAS, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL, (B) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO, DESDE QUE APROVADO PELA ADMINISTRADORA E GESTORA NO QUE DIZ RESPEITO AS SUAS RESPECTIVAS ESFERAS DE ANALISE; (C) COTAS DE EMISSAO DE FIDCS; (D) OS DIREITOS CREDITORIOS INDICADOS NAS ALINEAS ANTERIORES QUE SE ENQUADREM NO CONCEITO DE “DIREITOS CREDITORIOS NAO-PADRONIZADOS” (“DIREITOS CREDITORIOS”). 7.2. ADICIONALMENTE, CARACTERIZAM",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
12428086000137,2026-06,12428086000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1138775,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=12428086000137,,p. 70 — política/definição do lastro,"O PAGAMENTO PELO ACEITANTE, NO CASO DA DUPL ICATA DIGITAL, SAO FEITOS POR BOLETO BANCARIO. DESSA FORMA, O FUNDO PODERA ENCONTRAR DIFICULDADES PARA REALIZAR A EXECUCAO JUDICIAL DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS DIGITAIS. 4CB475AF-2E14-457E-B966-D5E3A2BC507A",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
12817329000129,2026-06,12817329000129,HAVAN FIDC,aprovado,Financeiro,Multicarteira Financeiro,Financeiro,Multissetorial / Outros,Multicarteira financeiro,alta,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,Havan S.A. (Cedente) e BMP SCD (Bancarizadora) – Arranjo Fechado (Adquirência),Havan Lojas de Departamentos Ltda. e BMP SCD,"Decisão manual confirmada pela leitura documental: carteira mista de vendas, CCBs e unidades de recebíveis sem predominância quantitativa demonstrada.",usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
13321819000100,2026-06,13321819000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,alta,975461,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=13321819000100,,p. 13 — política/definição do lastro,"Os documentos admitem cupons e notas fiscais, CCBs, recebíveis de cartão e renegociações. A diversidade contratual sustenta Multicarteira Outros.","p. 12: CNPJ/MF N O 13.321.819/0001-00 – VIGENTE EM 20.08.2025. 12 BANCO DEPOSITARIO – E O BANCO BRADESCO S.A., CONFORME ABAIXO QUALIFICADO, RESPONSAVEL POR ADMINISTRAR AS CONTAS VINCULADAS DAS CEDENTE",Conclusão documental recomenda manter a classificação oficial pelo lastro misto. A materialidade de cada família depende da carteira efetivamente cedida.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
14166140000149,2026-06,14166140000149,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,998356,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=14166140000149,,p. 29 — política/definição do lastro,"ECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ELEGIVEIS E/OU ATIVOS FINANCEIROS , OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE E NESTE REGULAMENTO. 4.3. OS DIREITOS CREDITORIOS CONSISTIRAO EM DIREITOS CREDITORIOS PERFORMADOS OU A PERFORMAR, ORIUNDOS DE OPERACOES REALIZADAS PELOS CEDENTES NOS SEGMENTOS FINANCEIRO, INDUSTRIAL, COMERCIAL, IMOBILIARIO, DO AGRONEGOCIO E/OU DE PRESTACAO DE SERVICOS DE ACORDO COM OS CRITERIOS DE COMPOSICAO E DIVERSIFICACAO ESTABELECIDOS PELA LEGISLACAO VIGENTE E NESTE REGULAMENTO, SENDO TAIS DIREITOS DE CREDITO LASTREADOS PELOS DOCUMENTOS REPRESENTATIVOS DE CREDITO. PARAGRAFO UNICO - O FUNDO NAO PODERA APLICAR SEUS RECURSOS EM DIREITOS DE CREDITO CEDIDOS, ORIGINADOS, OU, AINDA, DE EMISSAO OU COOBRIGACAO DAS EMPRESAS DE CONSULTORIA ESPECIALIZADA, DO GESTOR, E DE PARTES A ELES RELACIONADAS. DOCUSIGN ENVELOPE ID: A97AAEFE-03BE-47AE-A3DE-6A9F5229E8B1","p. 3: CNPJ/ME SOB NO 60.746.948/0001-12; CAPITAL AUTORIZADO: E O CAPITAL AUTORIZADO PARA EMISSAO DE NOVAS COTAS DO FUNDO, SEM A NECESSIDADE DE APROVACAO EM ASSEMBLEIA. CEDENTE",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
14330038000137,2026-06,14330038000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO,aprovado,Financeiro,Crédito Consignado,Financeiro,Crédito PF,Consignado/INSS,media,SEI 19957.006097/2018-21 — Ofício Interno 2/2023/CVM/SIN/GSAF,https://conteudo.cvm.gov.br/export/sites/cvm/decisoes/anexos/2023/20230207/1510_19.pdf,2023-01-12,p. 1 — identificação das partes e do papel econômico,A decisão da CVM identifica o Banco Cruzeiro do Sul como cedente da carteira e antigo agente de cobrança. O documento não substitui o regulamento para detalhar a natureza de cada contrato de crédito.,"Banco Cruzeiro do Sul S.A., depois Massa Falida do Banco Cruzeiro do Sul S.A.: cedente, antigo agente de cobrança e cotista subordinado, conforme decisão da CVM.","Manter a classificação oficial; o papel do cedente é confirmado pela CVM e o regulamento não foi localizado no FundosNet. Fonte confirma o cedente e a situação de liquidação, sem descrever integralmente o lastro contratual.",curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
15254301000119,2026-06,15254301000119,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE,aprovado,"Agro, Indústria e Comércio",Infraestrutura,Serviços,Infra/Energia,Energia/infra,alta,790499,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=15254301000119,,p. 56 — política/definição do lastro,"DE ORIGINACAO ATE A INTEGRAL LIQUIDACAO DAS OBRIGACOES DA CLASSE E DO FIDC, OBSERVADAS AS CONDICOES PREVISTAS NAS CLAUSULAS II E III DO CONTRATO DE CESSAO. PARAGRAFO PRIMEIRO. OS DIREITOS CREDITORIOS SERAO ORIGINADOS NOS TERMOS DOS CONTRATOS DE DISTRIBUICAO DE ENERGIA ELETRICA EXISTENTES E QUE VENHAM A EXISTIR ENTRE AS CEDENTES E OS CONSUMIDORES, E PERIODICAMENTE FORMALIZADOS POR MEIO DE FATURAS DE ENERGIA. PARAGRAFO SEGUNDO. A CLASSE ADQUIRIRA DE CADA UMA DAS CEDENTES, NA DATA DE AQUISICAO, DIREITOS CREDITORIOS EM VALOR CORRESPONDENTE AO MONTANTE CAPTADO PELA CLASSE COM A DISTRIBUICAO DA RESPECTIVA SERIE DE COTAS SENIORES, MULTIPLICADO PELO PERCENTUAL DE CESSAO DE CADA CEDENTE, OBSERVADO O DISPOSTO NO CONTRATO DE CESSAO. PARAGRAFO TERCEIRO. PARA TODAS AS CESSOES DE DIREITOS CREDITORIOS","p. 12: CEDENTE. FGC: E O FUNDO GARANTIDOR DE CREDITOS. FIDC: SIGNIFICA O FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS IV ENERGISA CENTRO OESTE, INSCRITO NO CNPJ SOB O NO 15.254.301/0001-19. GESTOR: E A CAIXA ECONOMICA FEDERAL , INSTITUICAO",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
17250006000110,2026-06,17250006000110,RED REAL LP,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,Factoring,Múltiplos cedentes,Decisão manual: operação de factoring enquadrada em fomento mercantil. O regulamento admite setores variados; o comentário do usuário define a decisão analítica.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
19221032000145,2026-06,19221032000145,FUNDO DE LIQUIDAÇÃO FINANCEIRA FIDC - RESPONSABILIDADE LIMITADA,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,media,785076,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=19221032000145,,p. 2,"E COTAS ................................ ................................ ...... 1 CAPITULO II – DA POLITICA DE INVESTIMENTO, DESTINACAO DOS RECURSOS E DA COMPOSICAO E DIVERSIFICACAO DA CARTEIRA ................................ ............................. 2 CAPITULO III – DOS CRITERIOS DE ELEGIBILIDADE ................................ ........................... 5 CAPITULO IV – DA ORIGINACAO DOS ATIVOS DISTRESSED CREDITORIOS ELEGIVEIS, POLITICA DE CONCESSAO DE CREDITO E POLITICA DE COBRANCA DE CREDITOS .............. 6 CAPITULO V – DA METODOLOGIA DE AVALIACAO DOS FUNDOS ................................ ...... 6 CAPITULO VI – DA ORDEM DE APLICACAO DE RECURSOS ................................ ................ 8 CAPITULO VII – DAS CARACTERISTICAS, DIREITOS, CONDICOES DE EMISSAO, SUBSCRICAO E INTEGRALIZACAO, AM","p. 6: CEDENTES”: PESSOA JURIDICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF, OU PESSOA NATURAL, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CADASTRO NA",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
19388423000159,2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1230432,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=19388423000159,,p. 46 — política/definição do lastro,"VOS DA CLASSE UNICA ESTIMADOS PELO ADMINISTRADOR A SEREM INCORRIDOS PERIODICAMENTE. “DEVEDORES” SIGNIFICAM PESSOAS FISICAS E/OU JURIDICAS QUE FIGUREM NA QUALIDADE DE DEVEDORES DOS DIREITOS CREDITORIOS. “DIREITOS CREDITORIOS” SIGNIFICAM OS DIREITOS CREDITORIOS PERFORMADOS E A PERFORMAR, PODENDO SER REPRESENTADOS POR DUPLICATAS, CHEQUES, CCB RECEBIVEIS DE CARTAO DE CREDITO, NOTAS COMERCIAIS, OU POR QUAISQUER OUTROS TITULOS DE CREDITO OU INSTRUMENTOS CONTRATUAIS, ORIUNDOS DE OPERACOES REALIZADAS PELOS CEDENTES NOS SEGMENTOS FINANCEIRO, INDUSTRIAL, COMERCIAL E DE PRESTACAO DE SERVICOS DE ACORDO COM OS CRITERIOS DE COMPOSICAO E DIVERSIFICACAO ESTABELECIDOS PELA LEGISLACAO VIGENTE E NESTE ANEXO DESCRITIVO, SENDO TAIS DIREITOS DE CREDITO REPRESENTADOS PELOS DOCUMENTOS COMPROBATORIOS. “DIREITOS CREDITORIOS ADQUIRIDOS” SIGNIFICAM OS DIREITOS CR","p. 41: “CEDENTE” SIGNIFICA TODAS AS PESSOAS FISICAS OU JURIDICAS QUE CEDEM OS DIREITOS CREDITORIOS PARA A CLASSE. “CLASSE” OU “CLASSE UNICA” SIGNIFICA, QUANDO UTILIZADO NESTE ANEXO DESCRITIVO, A PRESENTE CLASSE DE COTAS DO FUNDO. “CONDICOES DE CESSAO” SIGNIFICAM AS CONDICOES DE CESSAO A SEREM VERIFICADAS E VALIDADAS PELO CONSULTOR ESPECIALIZADO, EM CADA DATA DE AQUISICAO, CONFORME DESCRITAS NO CAPITULO QUINTO DESTE ANEXO DESCRITIVO “CONDICOES PARA EMISSAO DE NOVAS COTAS” SIGNIFICAM AS SEGUINTES CONDICOES PARA QUE SEJAM REALIZADAS EMISSOES DE NOVAS COTAS SENIORES, COTAS SUBORDINADAS MEZANINOS E/OU COTAS SUBORDINADAS JUNIORES, EXCETO QUANDO SE TRATAR DA 1A EMISSAO DE COTAS DA CLASSE, NA QUAL AS",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
20441301000168,2026-06,20441301000168,ARTESANAL CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,alta,997050,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=20441301000168,,p. 20 — política/definição do lastro,"DE INVESTIMENTO 4.1. A CLASSE TERA COMO OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DAS COTAS DE SUAS RESPECTIVAS TITULARIDADES POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE, PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS REPRESENTADOS POR COTAS DE EMISSAO DE FIDCS (“DIREITOS CREDITORIOS”). 4.1.1. A CLASSE PODERA ADQUIRIR DIREITOS CREDITORIOS RELATIVOS A DIFERENTES SEGMENTOS ECONOMICOS, EM OBSERVANCIA AS REGRAS E PROCEDIMENTOS ESTABELECIDOS POR MEIO DESTE REGULAMENTO, SEM OBRIGACAO DE INVESTIMENTO OU CONCENTRACAO EM NENHUM SEGMENTO ESPECIFICO. 4.1.2. ADICIONALMENTE, CARACTERIZAM-SE COMO PASSIVEIS DE CESSAO AO FUNDO DIREITO S CREDITORIOS QUE ATENDAM AOS CRITERIOS DE ELEGIBILIDADE, INCLUINDO TODOS E QUAISQUER DIREITOS, GARANTIAS, PRIVILEGIOS, PREFERENCIAS E PRERROGATIVAS RELA",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
21126275000146,2026-06,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Financeiro,Financiamento de Veículos,Financeiro,Crédito PF,Auto/Veículos,media,1230588,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=21126275000146,,p. 77 — política/definição do lastro,"ARIA, NA QUALIDADE DE REPRESENTANTE DAS PARTES GARANTIDAS (CONFORME DEFINIDO NOS RESPECTIVOS INSTRUMENTOS DE GARANTIA, CONFORME APLICAVEL). DIFERENTEMENTE DO OCORRIDO EM RELACAO A ALIENACAO FIDUCIARIA DE VEICULOS, OS VEICULOS OBJETO DO PENHOR MERCANTIL DE ESTOQUE NAO SAO CONSIDERADOS DE FORMA INDIVIDUALIZADA, MAS SIM COMO PECA INTEGRANTE DO ESTOQUE, O QUE PODE DIFICULTAR A CAPACIDADE D A CLASSE DE APREENDER TAIS VEICULOS DADOS EM GARANTIA, EM CASO DE INADIMPLEMENTO PELO RESPECTIVO DEVEDOR VN PD. NAO OBSTANTE A PREVISAO DE VISTORIAS NO ESTOQUE PELAS A SER REALIZADA PELO AGENTE DE COBRANCA EXTRAORDINARIA, E POSSIVEL QUE, EM EVENTUAL EXECUCAO DE UM DEVEDOR VN PD INADIMPLENTE, OS VEICULOS, OBJETO DO PENHOR MERCANTIL DE ESTOQUE, NAO SEJAM E","p. 31: CEDENTE NISSAN E NISSAN DO BRASIL AUTOMOVEIS LTDA ., COM SEDE NA CIDADE DO RIO DE JANEIRO, ESTADO DO RIO DE JANEIRO, NA AVENIDA BARAO DO TEFE, NO 27, SALA 701, CEP 20220-460, INSCRITA NO CNPJ SOB O NO 04.104.117/0008-42. CEDENTE RENAULT E A RENAULT DO BRASIL LTDA., COM S",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
21824924000182,2026-06,21824924000182,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,884675,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=21824924000182,,p. 54 — política/definição do lastro,"CLASSE UNICA DE COTAS DE RESPONSABILIDADE LIMITADA DO CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS (I) OS DIREITOS CREDITORIOS DEVERAO SER PROVENIENTES DE TRANSACOES DE PAGAMENTO REALIZADAS POR USUARIOS-FINAIS UTILIZANDO-SE DE INSTRUMENTOS DE PAGAMENTO OPERACIONALIZADOS PELAS CREDENCIADORAS E/OU SUBCREDENCIADORAS PARA A AQUISICAO DE BENS, PRODUTOS E SERVICOS OFERTADOS PELOS RESPECTIVOS ESTABELECIMENTOS COMERCIAIS; E (II) OS DIREITOS CREDITORIOS DEVERAO SER REPRESENTADOS EM MOEDA CORRENTE NACIONAL. 4.1.1 NA HIPOTESE DE OS DIREITOS CREDITORIOS ELEGIVEIS DEIXAREM DE OBSERVAR QUAISQUER DOS CRITERIOS DE ELEGIBILIDADE ACIMA DESCRITOS APOS A SUA RESPECTIVA AQUISICAO PELA CLASSE UNICA , NAO HAVERA, POR PARTE DOS COTISTAS, DIREITO DE REGRESSO CONTRA A ADMINISTRADORA, A GESTORA, O CUSTODIANTE, OS CEDENTES E/OU A ENDOSSANTE, SALVO",p. 16: CNPJ/MF NO 21.824.924/0001-82 (“FUNDO”). – 25.04.2025 (I) OS EFEITOS DE EVENTUAIS ALTERACOES NA POLITICA DE INVESTIMENTO SOBRE A RENTABILIDADE DA CARTEIRA DO FUNDO E/OU DA CLASSE UNICA; (II) EM RELACAO AOS ORIGINADOR,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
23200289000198,2026-06,23200289000198,CF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1126088,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23200289000198,,p. 51 — política/definição do lastro,"COMO OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DAS COTAS DE SUAS RESPECTIVAS TITULARIDADES POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE, PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS, PADRONIZADOS E/OU NAO - PADRONIZADOS, NOS SEGMENTOS INDUSTRIAL, COMERCIAL, DO AGRONEG OCIO, FINANCEIRO E DE PRESTACAO DE SERVICOS, (“DIREITOS CREDITORIOS”) REPRESENTADOS POR: DIREITOS CREDITORIOS CONCENTRACAO (A) DIREITOS E TITULOS REPRESENTATIVOS DE CREDITO, TAIS COMO, MAS NAO LIMITADAMENTE A: DUPLICATAS, NOTAS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL, NUMERO SEQUENCIAL UNICO (“NSU”), CEDULAS E NOTAS DE CREDITOS A EXPORTACAO, INVOICES, CERTIFICADOS DE EMBARQUE, DIREITOS CREDITORIOS DECORRENTES DE OPERACOES DE CARTOES DE CREDITO, BEM COMO DE OPERACOES DE EXPORTACAO DE BENS E SERVICOS; ATE 100% (B) VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO, TAIS COMO, MAS NAO SE LIMITANDO, A: NOTAS COMERCIAIS, DEBENTURES (PUBLICAS E/OU PRIVADAS), CERTIFICADO DE DEPOSIT",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
23216398000101,2026-06,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,930881,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23216398000101,,p. 56 — política/definição do lastro,"ZACAO DE SUAS COTAS ATRAVES DA APLICACAO PREPONDERANTE DOS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS CONFORME POLITICA DE INVESTIMENTO ESTABELECIDA NESTE REGULAMENTO. 11.2. OS DIREITOS CREDITORIOS QUE SERAO ADQUIRIDOS PELO FUNDO PODERAO SER ORIGINADOS EM DIVERSOS SEGMENTOS, SENDO ORIUNDOS DE OPERACOES DE NATUREZA INDUSTRIAL, COMERCIAL, FINANCEIRA, AGRICOLA, HIPOTECARIA E IMOBILIARIA, BEM COMO DE OPERACOES DE ARRENDAMENTO MERCANTIL OU DO SEGMENTO DE PRESTACAO DE SERVICOS. OS:",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
23956882000169,2026-06,23956882000169,SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1218996,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23956882000169,,p. 57 — política/definição do lastro,"COMO OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DAS COTAS DE SUAS RESPECTIVAS TITULARIDADES POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE, PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS NOS SEGMENTOS INDUSTRIAL, COMERCIAL, DO AGRONEG OCIO, FINANCEIRO E DE PRESTACAO DE SERVICOS REPRESENTADOS POR (A) TITULOS DE CREDITO, TAIS COMO MAS NAO MAS LIMITADAMENTE A DUPLICATAS, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL, PODENDO SEREM DEVIDOS POR PESSOAS FISICAS OU JURIDICAS COM SEDE NO PAIS (INDEPENDENTEMENTE DE TEREM COMO SOCIOS OU ACIONISTAS, DIRETOS OU INDIRETOS, PESSOAS FISICAS OU JURIDICAS, RESIDENTES OU SEDIADAS NO EXTERIOR) (B) CONTRATOS; E (C) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO, DESDE QUE APROVADO PELA ADMINISTRADORA E GESTORA NO QUE DIZ RESPEITO AS SUAS RESPECTIVAS ESFERAS DE A",p. 84: CNPJ DO CEDENTE OU DEVEDOR DE DIREITOS CREDITORIOS – CCB; (D) COPIA DO CPF DOS SOCIOS OU ACIONISTAS; E (E) COMPROVANTE DE ENDERECO DO CEDENTE,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
