closeout_id,ordem,pacote_tipo,escopo,prioridade,status_fechamento,bloqueia_publicacao,exige_nota_publica,pendencias,fundos,pl_referencia_brl,competencia_referencia,evidencia,acao_sugerida,ui_surface,source_artifacts,rerun_command,record_ids_sample
backlog_admin_backlog:INTRAG DTVM LTDA.,534,admin_backlog,INTRAG DTVM LTDA.,alta,bloqueado,True,False,78,40,31609797760.03,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0070 | doc-0013 | doc-0067 | doc-0012,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:INTRAG DTVM LTDA.
backlog_fidc_backlog:57584334000177,535,fidc_backlog,TAYA TECH FGTS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,43,1,430622941.5,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0055 | doc-0026 | doc-0009 | doc-0056,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:57584334000177
backlog_fidc_backlog:55469182000136,536,fidc_backlog,SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,alta,bloqueado,True,False,43,1,187394570.02,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0049 | doc-0007 | doc-0024 | doc-0104,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:55469182000136
backlog_fidc_backlog:63515403000193,537,fidc_backlog,PRECAVIDA EQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,41,1,62475330.12,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0075 | doc-0014 | 63515403000193_1202193_regulamento_regulamento_1202193_2026-05-18_2026-05-18.txt | assembleia,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:63515403000193
backlog_admin_backlog:AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,538,admin_backlog,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,alta,bloqueado,True,False,190,95,2082665554.3300002,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,industry_curation_queue_summary.csv.gz,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
backlog_fidc_backlog:18185812000114,539,fidc_backlog,GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,alta,bloqueado,True,False,51,1,467712491.25,202605,catalog_gap | monthly_delta; completar rastreabilidade | recorrente,página | score | monitorar,Pipeline > Fila única > Resumo,18185812000114_1011996_regulamento_regulamento_1011996_2025-10-13.txt | assembleia | emissao | evento,python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:18185812000114
backlog_fidc_backlog:58288437000152,540,fidc_backlog,ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,alta,bloqueado,True,False,49,1,86703238.78,202605,catalog_gap | monthly_delta; completar rastreabilidade | recorrente,página | score | monitorar,Pipeline > Fila única > Resumo,58288437000152_1090132_regulamento_regulamento_1090132_2026-01-15.txt | assembleia | emissao | regulamento,python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:58288437000152
backlog_fidc_backlog:54639537000125,541,fidc_backlog,GAVEA REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,42,1,398187551.47,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0047 | doc-0006 | doc-0024 | doc-0102,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:54639537000125
backlog_fidc_backlog:31368761000124,542,fidc_backlog,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,alta,bloqueado,True,False,42,1,104015015.1,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0032 | doc-0002 | doc-0018 | doc-0084,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:31368761000124
backlog_fidc_backlog:55333029000187,543,fidc_backlog,POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,42,1,25425750.36,202605,catalog_gap | monthly_delta; completar rastreabilidade | recorrente,página | score | monitorar,Pipeline > Fila única > Resumo,55333029000187_1021321_regulamento_regulamento_1021321_2025-10-20_2025-10-20.txt | assembleia | emissao | regulamento,python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:55333029000187
backlog_fidc_backlog:48359929000138,544,fidc_backlog,KYOMI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,41,1,67213961.92,202605,snapshot_gap | catalog_gap | monthly_delta; completar camadas estruturadas | completar rastreabilidade | recorrente,sem sub mínima | página | score | validar sub mínima,Pipeline > Fila única > Resumo,doc-0040 | doc-0004 | 48359929000138_1191760_regulamento_regulamento_1191760_2026-05-14_2026-05-14.txt | assembleia,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,fidc_backlog:48359929000138
onboarding_202605_59224026000166,268,onboarding,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,média,bloqueado,True,False,34,1,58389769.34,2026-05,processamento documental | incorporação estruturada | fechar fila única,sem cedente/sacado | sem sub mínima | página | descobrir documentos | inventariar documentos | curar cedentes/sacados | validar sub mínima | score,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,202605_59224026000166
onboarding_202605_64168514000133,269,onboarding,VATZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO RESPONSABILIDADE LIMITADA,média,bloqueado,True,False,37,1,2064021.23,2026-05,processamento documental | incorporação estruturada | fechar fila única,sem cedente/sacado | página | descobrir documentos | inventariar documentos | curar cedentes/sacados | score,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,202605_64168514000133
onboarding_202605_66279914000141,270,onboarding,ORIZ JURI LC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,média,bloqueado,True,False,37,1,27942963.49,2026-05,processamento documental | incorporação estruturada | fechar fila única,sem sub mínima | página | descobrir documentos | inventariar documentos | validar sub mínima | score,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,202605_66279914000141
chunk_doc-0013,400,chunk documental,doc-0013,alta,atenção,False,False,164,40,0,202605,"164 docs; 164 prioridade 2025-26; ITAU CREDITO ESTRUTURADO ADVISORY ALPES III FIDC RESPONSABILIDADE LIMITADA, OTIMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, WELLGROW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA, ARTESANAL EB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0013,doc-0013
chunk_doc-0001,401,chunk documental,doc-0001,alta,atenção,False,False,116,40,0,202605,"116 docs; 116 prioridade 2025-26; CRÉDITO UNIVERSITÁRIO FIDC, KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA, KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0001,doc-0001
chunk_doc-0002,402,chunk documental,doc-0002,alta,atenção,False,False,101,40,0,202605,"101 docs; 101 prioridade 2025-26; FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GRAN CAPITAL, M SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, CONSIGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0002,doc-0002
chunk_doc-0028,403,chunk documental,doc-0028,alta,atenção,False,False,100,10,0,202605,"100 docs; 100 prioridade 2025-26; CRÉDITO UNIVERSITÁRIO FIDC, CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA, KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0028,doc-0028
chunk_doc-0029,404,chunk documental,doc-0029,alta,atenção,False,False,100,10,0,202605,"100 docs; 100 prioridade 2025-26; CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS, STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA, RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0029,doc-0029
chunk_doc-0030,405,chunk documental,doc-0030,alta,atenção,False,False,100,11,0,202605,"100 docs; 100 prioridade 2025-26; LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP, FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I, FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, INOVA CREDTECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0030,doc-0030
chunk_doc-0031,406,chunk documental,doc-0031,alta,atenção,False,False,100,14,0,202605,"100 docs; 100 prioridade 2025-26; MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I, SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA, FIDC RECEBÍVEIS RODOANEL TRECHO OESTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0031,doc-0031
chunk_doc-0032,407,chunk documental,doc-0032,alta,atenção,False,False,100,14,0,202605,"100 docs; 100 prioridade 2025-26; CREDISA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GRAN CAPITAL, SADESUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, M SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0032,doc-0032
chunk_doc-0033,408,chunk documental,doc-0033,alta,atenção,False,False,100,15,0,202605,"100 docs; 100 prioridade 2025-26; SERRA DO MAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, LANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0033,doc-0033
chunk_doc-0034,409,chunk documental,doc-0034,alta,atenção,False,False,100,15,0,202605,"100 docs; 100 prioridade 2025-26; INTRABANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, BLP W FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA, FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PORTO DESAP -RESPONSABILIDADE LIMITADA, BANMINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0034,doc-0034
chunk_doc-0035,410,chunk documental,doc-0035,alta,atenção,False,False,100,17,0,202605,"100 docs; 100 prioridade 2025-26; MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA, FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA, EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0035,doc-0035
chunk_doc-0036,411,chunk documental,doc-0036,alta,atenção,False,False,100,16,0,202605,"100 docs; 100 prioridade 2025-26; BARU GRIFFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON, 3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, MOVILEPAY CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0036,doc-0036
chunk_doc-0037,412,chunk documental,doc-0037,alta,atenção,False,False,100,20,0,202605,"100 docs; 100 prioridade 2025-26; FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXODUS INSTITUCIONA, CERES CONFINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO, ESTÍMULO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0037,doc-0037
chunk_doc-0038,413,chunk documental,doc-0038,alta,atenção,False,False,100,13,0,202605,"100 docs; 100 prioridade 2025-26; ARROBANK RECEBÍVEIS AGROPECUÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA, ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0038,doc-0038
chunk_doc-0039,414,chunk documental,doc-0039,alta,atenção,False,False,100,14,0,202605,"100 docs; 100 prioridade 2025-26; HUBCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, ENGENHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, PAGOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, INNOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0039,doc-0039
chunk_doc-0040,415,chunk documental,doc-0040,alta,atenção,False,False,100,12,0,202605,"100 docs; 100 prioridade 2025-26; CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0040,doc-0040
chunk_doc-0041,416,chunk documental,doc-0041,alta,atenção,False,False,100,11,0,202605,"100 docs; 100 prioridade 2025-26; OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD, MULTIPLICA SUPERBAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, INTERTRADE FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS, ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0041,doc-0041
chunk_doc-0042,417,chunk documental,doc-0042,alta,atenção,False,False,100,12,0,202605,"100 docs; 100 prioridade 2025-26; SIRIUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CELETI IAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, BOREAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAL, CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0042,doc-0042
chunk_doc-0044,418,chunk documental,doc-0044,alta,atenção,False,False,100,17,0,202605,"100 docs; 100 prioridade 2025-26; USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA, HAOC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS SKYFALL DE RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0044,doc-0044
chunk_doc-0045,419,chunk documental,doc-0045,alta,atenção,False,False,100,17,0,202605,"100 docs; 100 prioridade 2025-26; CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ONTR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, EDUCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0045,doc-0045
chunk_doc-0046,420,chunk documental,doc-0046,alta,atenção,False,False,100,16,0,202605,"100 docs; 100 prioridade 2025-26; SÓLIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CHIMERA ALTERNATIVE ASSETS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CHIMERA ALTERNATIVE ASSETS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, GM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0046,doc-0046
chunk_doc-0047,421,chunk documental,doc-0047,alta,atenção,False,False,100,18,0,202605,"100 docs; 100 prioridade 2025-26; J17 CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO - RESPONSABILIDADE LIMITADA, FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PIX CARD CONSIG, ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, DAYCOVAL D93 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0047,doc-0047
chunk_doc-0048,422,chunk documental,doc-0048,alta,atenção,False,False,100,18,0,202605,"100 docs; 100 prioridade 2025-26; TALO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA, MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0048,doc-0048
chunk_doc-0049,423,chunk documental,doc-0049,alta,atenção,False,False,100,17,0,202605,"100 docs; 100 prioridade 2025-26; RENOVAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, DAYCOVAL D123 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA INCLUSAO FINANCEIRA PLUS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0049,doc-0049
chunk_doc-0050,424,chunk documental,doc-0050,alta,atenção,False,False,100,16,0,202605,"100 docs; 100 prioridade 2025-26; VB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS, CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA, WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA, FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TM4",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0050,doc-0050
chunk_doc-0051,425,chunk documental,doc-0051,alta,atenção,False,False,100,15,0,202605,"100 docs; 100 prioridade 2025-26; RIO BRAVO INLIRA STEFANINI CONSORCIO FIDC DE RESPONSABILIDADE LIMITADA, DAYCOVAL D145 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, PAZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0051,doc-0051
chunk_doc-0052,426,chunk documental,doc-0052,alta,atenção,False,False,100,17,0,202605,"100 docs; 100 prioridade 2025-26; KASTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ATLANTA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, K2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS",revisar candidatos,Documentos > Chunks,document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py --chunk-id doc-0052,doc-0052
