Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Reserva ou caixa mínimo,minimum_cash_ratio,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 100%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | ordinária em Direitos Creditórios, exceto após o resgate integral das Cotas Seniores e das Cotas Subordinadas Mezanino. 15.5.4 Sem prejuízo do disposto acima, as Cotas Subordinadas Júnior também poderão ser amortizadas sempre que assim for previamente decidido em Assembleia Geral. 15.6 Observada a ordem de alocação de recursos prevista no Capítulo 16 deste Regulamento, será constituída a Reserva de Liquidez, em Disp…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,55983705000168,100.0,,100%,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS` | nome_emissor: regex `CREDITO UNIVERSITARIO`,student_credit,100.0,percentual_direto,False
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | er alterado independentemente da realização de Assembleia Geral. Além disso, as condições previstas no Regulamento podem ser revistas por decisão dos Cotistas em Assembleia Geral. Tais alterações poderão afetar o modo de operação do Fundo de forma contrária ao interesse de parte dos Cotistas. 9.8.13 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pelo Fundo, de modalidades de operações de de…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,55983705000168,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS` | nome_emissor: regex `CREDITO UNIVERSITARIO`,student_credit,,sem_percentual_parseavel,False
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Geral. Tais alterações poderão afetar o modo de operação do Fundo de forma contrária ao interesse de parte dos Cotistas. 9.8.13 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pelo Fundo, de modalidades de operações de derivativos poderá ocorrer exclusivamente para proteção de posições detidas à vista pelo Fundo. A realização de operações pelo Fundo 47 Público no mercado de derivativos pode…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,55983705000168,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS` | nome_emissor: regex `CREDITO UNIVERSITARIO`,student_credit,,sem_percentual_parseavel,False
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,"2,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 2,5%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | as Subordinadas Mezanino em cada data de pagamento das Cotas Seniores e das Cotas Subordinadas Mezanino “Índice de Subordinação Mezanino Mínimo” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas Júnior em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 2,5% (dois inteiros e cinco décimos por cen…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,57609282000146,2.5,2.5,"2,5%",Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,2.5,percentual_direto,True
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 3%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 2,75% (dois inteiros e setenta e cinco centésimos por cento). “Índice de Subordinação Mezanino Target” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas Júnior em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 3% (três por cen…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,57609282000146,3.0,2.75;3,3%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,3.0,percentual_direto,True
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,"15,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 15,5%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 3% (três por cento). “Índice de Subordinação Sênior Mínimo” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 15,5% (quinze inteiros e cinco décimos por cent…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,57609282000146,15.5,3;15.5,"15,5%",Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,15.5,percentual_direto,True
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Cobertura mínima de PDD/provisão,pdd_coverage_min,10%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,Alerta se proxy IME ficar abaixo de 10%,"O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento. | Extração local heurística; validar manualmente antes de ativar alerta. | sa faixa deve ser somado para cálculo desse índice, o qual que não deverá ser superior a 10% (dez por cento). Docusign Envelope ID: FD488738-CE3C-461D-83A4-80CD5FC68CF9 94 / 108 “Índice de Atraso over 90” significa o percentual, mensalmente calculado pela Gestora em cada Data de Verificação, por faixa de atraso, acima de 90 (noventa) dias, exclusive, das parcelas dos Direitos Creditórios Inadimplidos (excluído o PDD…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,10.0,10,10%,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,10.0,percentual_direto,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Cobertura mínima de PDD/provisão,pdd_coverage_min,3%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,Alerta se proxy IME ficar abaixo de 3%,"O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento. | Extração local heurística; validar manualmente antes de ativar alerta. | Direitos Creditórios, vencidos e a vencer, devendo ser provisionado com base no risco dos Devedores, e sobre o saldo devedor dos Devedores, ocorrendo o chamado “efeito vagão”. 11.1.5. A Administradora, no mínimo, anualmente realizará a revisão da política de provisão para devedores duvidosos (PDD) do Fundo, incluindo, mas não limitadamente, à revisão da avaliação e, caso entenda necessário, adequação dos níveis de p…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,3.0,,3%,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,3.0,percentual_direto,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Limite de recompra,recompras_max,5%,monitoravel,Recompras / Crédito ou Recompras / PL,Alerta se proxy IME ficar acima de 5%,"O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento. | Extração local heurística; validar manualmente antes de ativar alerta. | os cedidos ao Fundo, caso aplicável. 3.18. Direito de Recompra 3.18.1. As Cedentes terão a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios – Duplicatas adquiridos pelo Fundo, desde que limitado a 5% (cinco por cento) em relação ao patrimônio líquido do Fundo, medidos no decorrer de 1 (um) mês anterior a respectiva Data de Verificação, considerando as rec…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,5.0,5,5%,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,5.0,percentual_direto,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | sgate, total ou parcial, das Cotas. Caso o Fun do necessite vender os ativos detidos em carteira, poderá não haver mercado comprador e/ou preço de alienação de tais ativos poderá ser substancialmente afetado pela falta de liquidez causando perda patrimonial para o Fundo. (iv) Risco de ausência de proteção da carteira : o Fundo não utilizará derivativos para proteção das posições à vista, de modo que não será feito h…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,,sem_percentual_parseavel,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | te o processo de verificação dos Direitos Creditórios em relação aos Critérios de Elegibilidade e as Condições de Cessão, esta deverá comunicar por escrito tal fato ao respectivo Cedente para que regularize a validação em relação aos Critérios de Elegibilidade e as Condições de Cessão, inclusive mediante o estabelecimento de novas rotinas e procedimentos. 3.16.4. Na hipótese de o Direito Creditório perder qualquer C…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,,sem_percentual_parseavel,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Limite de concentração,concentration_limits,25%,nao_monitoravel,,Alerta se proxy IME ficar acima de 25%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | concentração por um Devedor – Duplicatas ou por um Devedor Especial poderá ser aumentados mediante solicitação do Cedente Altomax, utilizando a soma dos limites dispostos acima, individualmente, conforme aplicável, com o percentual apurado de Excesso de Subordinação disponível na Data de Aquisição. No caso dos Direitos Creditórios - Recebíveis de Cartão e dos Direitos Creditórios - Adicionais, não haverá limitação d…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,25.0,,25%,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,25.0,percentual_direto,False
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Limite de concentração,concentration_limits,5%,nao_monitoravel,,Alerta se proxy IME ficar acima de 5%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | cujo limite de concentração poderá ser de até 5% (cinco por cento) e para o Devedor Especial EBAZAR.COM.BR. LTDA, inscrito no CNPJ sob o nº 03.007.331/0008-18, cujo limite será de até 10% (dez por cento), a ser verificado considerando-se pro forma cada cessão de Direitos Creditórios – Duplicatas ao Fundo, conforme consulta de Devedores por grupo econômico mais recente realizada pela Gestora, sendo que os limites de…",1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,58288437000152,5.0,5;10,5%,Meios de Pagamento e Cartões,Bancos Emissores,alta,ativos_alvo: regex `CARTAO DE CREDITO`,card_issuer_banks,5.0,percentual_direto,False
MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60.010.416/0001-12,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | ção da Carteira: (i ) Até 100% (cem por cento) da parcela do Patrimônio Líquido investida em Ativos Financeiros de Liquidez poder á ser alocada em Ativos Financeiros de Liquidez de emissão ou que envolvam retenção de risco por parte do Administrador, Gestor, e/ou suas partes relacionadas ; e (ii) Até 100% (cem por cento) da parcela do Patrimônio Líquido investida em o p erações com derivativos poderá ser alocada em…",1051393_regulamento_regulamento_1051393_2025-10-09.pdf · ID 1051393 · 09/10/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,60010416000112,,100;100,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Consignado/INSS,media,fundo: regex `CONSIGNADO`,payroll_inss_public_private,,sem_percentual_parseavel,False
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,Subordinação mínima,subordination_ratio_min,"15,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 15,5%",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | Apêndice da respectiva Subclasse de Cotas Subordinadas Mezanino. “Índices de Subordinação Mezanino Ramp-Up” Significam os índices de subordinação mezanino ramp-up especificados no Apêndice da respectiva Subclasse de Cotas Subordinadas Mezanino. “Índices de Subordinação Mezanino Target” Significam os índices de subordinação mezanino target especificados no Apêndice da respectiva Subclasse de Cotas Subordinadas Mezani…,993687_regulamento_regulamento_993687_2025-09-04.pdf · ID 993687 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,60356171000180,15.5,,"15,5%",Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,15.5,percentual_direto,True
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,Subordinação mínima,subordination_ratio_min,16%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 16%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 16% (dezesseis por cento). “Índices de Subordinação” significam, em conjunto ou indistintamente, os Índices de Subordinação Mínimos, os Índices de Subordinação Ramp-Up e os o Índices de Subordinação Target. “Índices de Subordinação Mínimos” significam, em conjunto ou indistintamente, os Índices de Subordinação Mezanino Mínimos…",993687_regulamento_regulamento_993687_2025-09-04.pdf · ID 993687 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,60356171000180,16.0,16,16%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,16.0,percentual_direto,True
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | está sujeita a Carteira da Classe estão, exemp lificativamente , os analisados no Capítulo 14 abaixo, o qual deve ser cuidadosamente lido pelo subscritor ou adquirente das Cotas. 4.17 A Classe poderá utilizar instrumentos derivati vos, observados a política de contratação de derivativos conforme Complemento 11 e os limites de concentração previstos neste Regulamento, desde que com o objetivo de proteção patrimonial…",1079574_regulamento_regulamento_1079574_2026-01-06.pdf · ID 1079574 · 06/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62310468000130,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Consignado/INSS,media,nome_emissor: regex `\bINSS\b`,payroll_inss_public_private,,sem_percentual_parseavel,False
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | e o indexador da ponta passiva taxas pré-fixada. As operações com derivativos descritas nesta política serão realizadas no mercado de balcão e devem ter como contraparte um banco S1 (Contraparte de Derivati vos Autorizada) É expressamente vedada a realização de operações com instrumentos derivativos a descoberto, alavancadas ou que de qualquer forma não se destinem à proteção patrimonial das posições detidas à vista…",1079574_regulamento_regulamento_1079574_2026-01-06.pdf · ID 1079574 · 06/01/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62310468000130,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Consignado/INSS,media,nome_emissor: regex `\bINSS\b`,payroll_inss_public_private,,sem_percentual_parseavel,False
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | fundos de investimento conforme Ato Declaratório expedido pela Comissão de Valores Mobiliários (“CVM”) nº 2.528, de 29 de julho de 1993. “Agente de Cobrança Extraordinária” é o prestador de serviços contratado pelo Gestor para a cobrança dos Direitos Creditórios vencidos e não pagos. “Alocação Mínima”: é o percentual mínimo de 67% (sessenta e sete por cento) do patrimônio líquido da Classe que deverá ser alocado em…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62393679000183,67.0,67,67%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,67.0,percentual_direto,False
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | o para os melhores interesses do Fundo e dos Cotistas. 5.13. O Fundo não poderá realizar: I. aquisição de ativos ou aplicação de recursos em modalidades de investimento de renda variável ou atrelados à variação cambial; e II. operações em mercado de derivativos, exceto para fins de proteção da carteira; 5.13.1. Para fins do previsto no inciso “II” do item 5.14 acima, o Fundo poderá realizar operações em mercados de…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62393679000183,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | mobiliário s e demais operações estabelecidas na regulamentação em vigor. Referidos critérios de avaliação de ativos, tais como os de marcação a mercado ( mark-to-market), poderão ocasionar variações nos valores dos Direitos Creditórios e Ativos Financeiros integrante s da carteira do Fundo, resultando em aumento ou redução no valor das Cotas. (iv) Riscos do Uso de Derivativos. O Fundo poderá contratar instrumentos…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62393679000183,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
V CDT 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.552.447/0001-20,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | órios, derivativos, observado o disposto abaixo, e Ativos Financeiros devidos por um mesmo Devedor e/ou de responsabilidade ou coobrigação de Devedores de um mesmo grupo econômico e/ou de um mesmo Devedor, individualmente considerado, ainda que devidos e/ou de responsabilidade ou coobrigação dos Prestadores de Serviço Essenciais, outros prestadores de serviço da Classe, e/ou suas partes relacionadas. 4.10.1 O uso de…",1200623_regulamento_regulamento_1200623_2026-05-21.pdf · ID 1200623 · 21/05/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62552447000120,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Subordinação mínima,subordination_ratio_min,15%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 15%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | ido do Dia Útil imediatamente anterior. 3.20 Durante o prazo de duração do Fundo, a Gestora deverá fazer com que os índices e parâmetros abaixo sejam observados, sem prejuízo da realização do cálculo dos demais índices e parâmetros previstos no Relatório de Monitoramento: Índice de Monitoramento Valor Índice de Subordinação Sênior mínimo 15% (quinze por cento), conforme previsto no item 8.3.4 abaixo Índice de Subord…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62588266000154,15.0,15,15%,Crédito PJ,CCB/Notas comerciais/Capital de giro,alta,ativos_alvo: regex `CEDULAS DE CREDITO BANCARIO`,pj_ccb_notas_comerciais,15.0,percentual_direto,True
