Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,1ª Série,,13/11/2024 10:00,Não identificada na extração offline,,,"R$40.000.000,00",,"Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…","Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…",". Prazo para Distribuição: Até 180 (cento e oitenta) dias contados a partir da publicação do anúncio de início da oferta das Cotas Seniores da 1ª Série. Meta de Rentabilidade: As Cotas Seniores da 1ª Série serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de Integralização até sua amortização integral. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de…",evento de cota,778879_assembleia_assembleia_778879_2024-11-13.pdf · ID 778879 · 13/11/2024 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,1ª Série,,26/11/2024 10:00,Não identificada na extração offline,,,,,"Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…","Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…",ÇÃO E DIVERSIFICAÇÃO DA CARTEIRA ................. 34 13. CUSTOS DE COBRANÇA ....................................................................................................... 43 14. COTAS DO FUNDO ............................................................................................................... 44 15. AMORTIZAÇÃO DAS COTAS ...........................................................................…,evento de cota,788565_assembleia_assembleia_788565_2024-11-26.pdf · ID 788565 · 26/11/2024 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,COTAS SENIORES,Sênior,26/11/2024,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…","Taxa DI + 5,50% a.a. | ............................................................. 16 7. AGENTE DE COBRANÇA ....................................................................................................... 17 8. CONSULTORA ESPECIALIZADA ............................................................................................. 18 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DA COGESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES…",ÇÃO E DIVERSIFICAÇÃO DA CARTEIRA ................. 34 13. CUSTOS DE COBRANÇA ....................................................................................................... 43 14. COTAS DO FUNDO ............................................................................................................... 44 15. AMORTIZAÇÃO DAS COTAS ...........................................................................…,evento de cota,788923_regulamento_regulamento_788923_2024-11-26.pdf · ID 788923 · 26/11/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,1ª Série,,27/11/2024,Não identificada na extração offline,,,"R$45.000.000,00",,,,,emissão,788576_emissao_emissao_788576_2024-11-27.pdf · ID 788576 · 27/11/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,1ª série,,29/11/2024,Não identificada na extração offline,,,"R$45.000.000,00",,,,,emissão,791845_emissao_emissao_791845_2024-11-29.pdf · ID 791845 · 29/11/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,09/04/2025 14:00,Não identificada na extração offline,,,"R$ 2.500.000,00",,"ção, pelo prazo de 6 (seis) meses contados a partir da assinatura desta ata em relação ao Evento de Avaliação descrito no item (iii) da cláusula 19.1.1 do Regulamento, referente à contratação e divulgação da Agência de Classificação. 6.9. Aprovaram por unanimidade e sem quaisquer ressalvas, a alteração dos valores da remuneração do administrador (cláusula 9.1 do Regulamento), e do custodiante (cláusula 9.2 do Regual…","ção, pelo prazo de 6 (seis) meses contados a partir da assinatura desta ata em relação ao Evento de Avaliação descrito no item (iii) da cláusula 19.1.1 do Regulamento, referente à contratação e divulgação da Agência de Classificação. 6.9. Aprovaram por unanimidade e sem quaisquer ressalvas, a alteração dos valores da remuneração do administrador (cláusula 9.1 do Regulamento), e do custodiante (cláusula 9.2 do Regual…","São Paulo/SP, CEP 04548 -004 (“ Nova Administradora” e “Novo Custodiante”). 4. COMPOSIÇÃO DA MESA: Presidente: Pedro Henrique de Castro; e Secretária: Lívia de Souza Antunes. 5. ORDEM DO DIA: Deliberar sobre: (i) a retificação dos dados cadastrais da Nova Administradora, a ser contratada pelo Fundo dentro do prazo estabelecido na Assembleia Geral Extraordinária de Cotistas realizada em 13 de novembro de 2024 (“AGC 1…",evento de cota,876497_assembleia_assembleia_876497_2025-04-09.pdf · ID 876497 · 09/04/2025 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,23/04/2025,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | OBRANÇA ................................................................................................................................................. 12 8. CONSULTORA ESPECIALIZADA ................................................................................................................................... 13 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO ..…","Taxa DI + 5,50% a.a. | OBRANÇA ................................................................................................................................................. 12 8. CONSULTORA ESPECIALIZADA ................................................................................................................................... 13 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO ..…",......................................................................................................................................... 33 14. COTAS DO FUNDO ........................................................................................................................................................... 33 15. AMORTIZAÇÃO DAS COTAS ..........................................................................…,evento de cota,884809_regulamento_regulamento_884809_2025-04-23.pdf · ID 884809 · 23/04/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,COTAS SUBORDINADAS JÚNIOR DA CLASSE ÚNICA DO INOVA CREDTECH III FIDC,Subordinada,02/07/2025,Não identificada na extração offline,,,"R$ 2.500.000,00",,,,": A emissão de Cotas da Subclasse Subordinadas Júnior do Fundo será distribuída por meio de oferta privada, para investidor profissional, e destinada a Originadora ou entidade do Grupo da Originadora, nos termos do item 14.6.3 do Regulamento. 5. Aplicação mínima: Não possui. 6. Prazo de duração da emissão, datas de amortização e resgate: Indeterminado. 7. Possibilidade de encerramento da distribuição com cancelament…",emissão,943297_emissao_emissao_943297_2025-07-02.pdf · ID 943297 · 02/07/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,31/07/2025 10:00,Não identificada na extração offline,,,"R$ 10.000.000,00",,"ivada destinada para cotistas do próprio fundo. Data de Emissão A data da primeira integralização (1ª Data de Integralização) das Cotas. Forma de Integralização Mediante chamadas de capital a serem realizadas pela Gestora, conforme orientação da Consultoria Especializada. Prazo para Distribuição Não há Meta de Rentabilidade As Cotas serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de I…","ivada destinada para cotistas do próprio fundo. Data de Emissão A data da primeira integralização (1ª Data de Integralização) das Cotas. Forma de Integralização Mediante chamadas de capital a serem realizadas pela Gestora, conforme orientação da Consultoria Especializada. Prazo para Distribuição Não há Meta de Rentabilidade As Cotas serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de I…","tas. Forma de Integralização Mediante chamadas de capital a serem realizadas pela Gestora, conforme orientação da Consultoria Especializada. Prazo para Distribuição Não há Meta de Rentabilidade As Cotas serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de Integralização até sua amortização integral. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de ca…",evento de cota,960955_assembleia_assembleia_960955_2025-07-31.pdf · ID 960955 · 31/07/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,06/08/2025,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | A .................................................................................................................................................... 12 8. CONSULTORA ESPECIALIZADA ...................................................................................................................................... 13 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO ..…","Taxa DI + 5,50% a.a. | A .................................................................................................................................................... 12 8. CONSULTORA ESPECIALIZADA ...................................................................................................................................... 13 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO ..…",....................................................................................................................................... 33 14. COTAS DO FUNDO ............................................................................................................................................................. 33 15. AMORTIZAÇÃO DAS COTAS ..........................................................................…,evento de cota,974439_regulamento_regulamento_974439_2025-08-06.pdf · ID 974439 · 06/08/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Cotas Subordinadas Mezanino em circulação,Mezanino,06/08/2025 10:00,Não identificada na extração offline,,,"R$10.000.000,00",,"Taxa DI + 5,50% a.a. | 3 no dia útil imediatamente anterior à data de aquisição; Custos = percentual equivalente ao valor estimado pela Gestora no 1º (primeiro) Dia Útil do mês em questão, dos custos a serem incorridos pelo Fundo nos próximos 12 (doze) meses, e o Patrimônio Líquido do Fundo na data de cálculo em questão, sem incluir a remuneração da consultora especializada, visto que já está contemplado na fórmula do preço de 16 aquisiçã…","Taxa DI + 5,50% a.a. | 3 no dia útil imediatamente anterior à data de aquisição; Custos = percentual equivalente ao valor estimado pela Gestora no 1º (primeiro) Dia Útil do mês em questão, dos custos a serem incorridos pelo Fundo nos próximos 12 (doze) meses, e o Patrimônio Líquido do Fundo na data de cálculo em questão, sem incluir a remuneração da consultora especializada, visto que já está contemplado na fórmula do preço de 16 aquisiçã…","a Cláusula 12.4.1 do Regulamento do Fundo, para prever que sua respectiva verificação será realizada considerando como referência os Direitos Creditórios adimplentes e inadimplentes do Fundo de 2 (dois) dias úteis anteriores; (iv) alterar a prioridade do reenquadramento da Reserva de Despesas e Encargos e da Reserva de Amortização, conforme a Ordem de Alocação de Recursos prevista na Cláusula 16.1 do Regulamento do…",evento de cota,974437_assembleia_assembleia_974437_2025-08-06.pdf · ID 974437 · 06/08/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,cotas seniores,Sênior,22/08/2025 10:00,Não identificada na extração offline,,,"R$ 4.500.000,00",,"ivada destinada para cotistas do próprio fundo. Data de Emissão A data da primeira integralização (1ª Data de Integralização) das Cotas. Forma de Integralização Mediante chamadas de capital a serem realizadas pela Gestora, conforme orientação da Consultoria Especializada. Prazo para Distribuição Não há Meta de Rentabilidade As Cotas serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de I…","ivada destinada para cotistas do próprio fundo. Data de Emissão A data da primeira integralização (1ª Data de Integralização) das Cotas. Forma de Integralização Mediante chamadas de capital a serem realizadas pela Gestora, conforme orientação da Consultoria Especializada. Prazo para Distribuição Não há Meta de Rentabilidade As Cotas serão valoradas diariamente, a partir do Dia Útil seguinte à respectiva 1ª Data de I…","ta Ata; e, (ii) retificar o item “Amortizações Programadas” do apêndice da 1ª (primeira) emissão da 2ª (segunda) série de cotas seniores, aprovado conforme ata de assembleia geral de cotistas de 31 de julho de 2025, que passa a viger conforme abaixo e nos termos do Anexo II desta Ata: “Amortizações Programadas A amortização será promovida na forma do cronograma abaixo: Parcela Data de Pagamento Juros Amorti zação Sa…",evento de cota,986494_assembleia_assembleia_986494_2025-08-22.pdf · ID 986494 · 22/08/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Cotas Subordinadas Júnior ”,Subordinada,03/10/2025 17:00,Não identificada na extração offline,,,"R$ 3.500.000,00",,,,"da Júnior será calculado todo dia útil, nos termos do Regulamento. O valor unitário será o valor da Cota Subordinada Júnior na data de integralização , ou seja, na data da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo. Forma e Regime de Distribuição Colocação privada. Amortização das Cotas Na forma do disposto no item 15.2 do Regulamento. Classificação de Risco Não aplicáv…",evento de cota,1046976_assembleia_assembleia_1046976_2025-10-03.pdf · ID 1046976 · 03/10/2025 17:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,03/11/2025,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | 25/0001-90 03 de novembro de 2025. 2 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E D…","Taxa DI + 5,50% a.a. | 25/0001-90 03 de novembro de 2025. 2 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E D…","DA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 16 11. FATORES DE RISCO 17 12. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 28 13. CUSTOS DE COBRANÇA 35 14. COTAS DO FUNDO 35 15. AMORTIZAÇÃO DAS COTAS 43 16. ORDEM DE ALOCAÇÃO DE RECURSOS 45 17. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS…",evento de cota,1033509_regulamento_regulamento_1033509_2025-11-03.pdf · ID 1033509 · 03/11/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,cotas seniores da 4ª ( quarta) série do Fundo (“ Cotas,Sênior,03/11/2025 10:00,Não identificada na extração offline,,,"R$80.000.000,00",,"Taxa DI + 4,50% a.a. | Data de emissão: A Data da 1ª Integralização das Cotas Seniores. 10 Forma de integralização: Mediante chamadas de capital realizadas pela Gestora, conforme os procedimentos definidos no boletim de subscrição das Cotas Seniores. Prazo para distribuição: Nos termos da Resolução CVM nº 160/22. Benchmark: A rentabilidade alvo das Cotas Seniores será determinada por meio da apropriação diária, sob forma de capitalização…","Taxa DI + 4,50% a.a. | Data de emissão: A Data da 1ª Integralização das Cotas Seniores. 10 Forma de integralização: Mediante chamadas de capital realizadas pela Gestora, conforme os procedimentos definidos no boletim de subscrição das Cotas Seniores. Prazo para distribuição: Nos termos da Resolução CVM nº 160/22. Benchmark: A rentabilidade alvo das Cotas Seniores será determinada por meio da apropriação diária, sob forma de capitalização…","s Seniores será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de sobretaxa de 4,50% (quatro inteiros e cinquenta centésimos por cento). Fator de ponderação: 80% (oitenta por cento). Data de amortização final: 5 de novembro de 2027. Amortizações programadas: A amortização será promovida na form…",evento de cota,1033506_assembleia_assembleia_1033506_2025-11-03.pdf · ID 1033506 · 03/11/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,13/11/2025 10:00,Não identificada na extração offline,,,"R$ 258.53 9,95",,,,,evento de cota,1049041_assembleia_assembleia_1049041_2025-11-13.pdf · ID 1049041 · 13/11/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,cotas seniores da 4ª (quarta) série do Fundo (“ Cotas Seniores”),Sênior,17/11/2025,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,1047378_emissao_emissao_1047378_2025-11-17.pdf · ID 1047378 · 17/11/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Cotas Subordinadas Júnior da Classe Única do Fundo,Subordinada,03/12/2025,Não identificada na extração offline,,,"R$ 12.000.000,00",,,,"da Júnior será calculado todo dia útil, nos termos do Regulamento. O valor unitário será o valor da Cota Subordinada Júnior na data de integralização , ou seja, na data da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo. Forma e Regime de Distribuição Colocação privada. Amortização das Cotas Na forma do disposto no item 15.2 do Regulamento. Classificação de Risco Não aplicáv…",emissão,1055501_emissao_emissao_1055501_2025-12-03.pdf · ID 1055501 · 03/12/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,23/02/2026 10:00,Não identificada na extração offline,,,"R$ 275.482,09",,"Taxa DI + 5,50% a.a. | Bash Consultoria, e mpresa especializada em Robotic Process Automation (RPA), responsável pela automação das a ssinaturas dos documentos relacionados ao Fundo. Sendo assim, referido item passará a vigorar com a seguinte redação: “9.3 Pela prestação dos serviços de gestão, o Fundo pagará diretamente à Gestora uma remuneração correspondente a 0,24% a.a. (vinte e quatro centésimos por cento ao ano) sobre o valor do Pat…","Taxa DI + 5,50% a.a. | Bash Consultoria, e mpresa especializada em Robotic Process Automation (RPA), responsável pela automação das a ssinaturas dos documentos relacionados ao Fundo. Sendo assim, referido item passará a vigorar com a seguinte redação: “9.3 Pela prestação dos serviços de gestão, o Fundo pagará diretamente à Gestora uma remuneração correspondente a 0,24% a.a. (vinte e quatro centésimos por cento ao ano) sobre o valor do Pat…","DA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 16 11. FATORES DE RISCO 17 12. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 28 13. CUSTOS DE COBRANÇA 35 14. COTAS DO FUNDO 35 15. AMORTIZAÇÃO DAS COTAS 43 16. ORDEM DE ALOCAÇÃO DE RECURSOS 45 17. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS…",evento de cota,1143357_assembleia_assembleia_1143357_2026-02-23.pdf · ID 1143357 · 23/02/2026 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,23/02/2026,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | 23 de fevereiro de 2026. Clicksign b9115de4-3e2b-431b-bca8-3c0acb4b8315 8 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITU…","Taxa DI + 5,50% a.a. | 23 de fevereiro de 2026. Clicksign b9115de4-3e2b-431b-bca8-3c0acb4b8315 8 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITU…","DA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 16 11. FATORES DE RISCO 17 12. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 28 13. CUSTOS DE COBRANÇA 35 14. COTAS DO FUNDO 35 15. AMORTIZAÇÃO DAS COTAS 43 16. ORDEM DE ALOCAÇÃO DE RECURSOS 45 17. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS…",evento de cota,1143358_regulamento_regulamento_1143358_2026-02-23.pdf · ID 1143358 · 23/02/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,25/03/2026 11:00,Não identificada na extração offline,,,,,"Taxa DI + 5,50% a.a. | 25 de março de 2026. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 10 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃ…","Taxa DI + 5,50% a.a. | 25 de março de 2026. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 10 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃ…","DA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 16 11. FATORES DE RISCO 17 12. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 28 13. CUSTOS DE COBRANÇA 35 14. COTAS DO FUNDO 35 15. AMORTIZAÇÃO DAS COTAS 43 16. ORDEM DE ALOCAÇÃO DE RECURSOS 45 17. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS…",evento de cota,1171205_assembleia_assembleia_1171205_2026-03-25.pdf · ID 1171205 · 25/03/2026 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
