benchmark_confiavel,campos_nao_preenchidos,capacidade_ate_gatilho,categoria_risco_atual,categoria_risco_proposta,cedente,cedente_originador_literal,cnpj,cnpj_formatado,cnpj_numerico,comparabilidade_motivo,comparavel_flag,coorte,data_ref,documento_data,documento_id,excecao_asterisco_flag,excesso_vs_mercado,foco_exibicao,folga_pp,fonte_avaliacao_reclassificacao,fonte_documental,fonte_partes_recebivel,fundamento_avaliacao_reclassificacao,grupo_comparacao,middle_market_evidencia,middle_market_porte_documentado_flag,middle_market_status,minimo_estrutural_display,minimo_estrutural_formula,minimo_estrutural_natureza,minimo_estrutural_usado,minimo_junior_ajustado,minimo_junior_calculado,minimo_junior_literal,mvp_elegivel_flag,mvp_faixa_sub_atual,mvp_situacao_piso,mvp_slide_categoria,mvp_slide_categoria_fonte,mvp_slide_categoria_motivo,mvp_slide_categoria_original,mvp_slide_categoria_override_flag,n_comparaveis_categoria,nome_oficial_cvm,nome_referencia,observacao_complemento_manual,ordem,originador,pagina_clausula,papel_literal,pl_atual_brl,pl_classes_reportadas_brl,pl_subordinado_atual_brl,posicao_mercado,preco_cota_brl,preco_cota_classe_serie,preco_cota_display,preco_cota_documento_data,preco_cota_documento_id,preco_cota_excecao_asterisco_flag,preco_cota_fonte,preco_cota_natureza,preco_cota_status,reclassificacao_proposta_flag,sacado_devedor,situacao_regulatoria,status_avaliacao_reclassificacao,status_complemento_manual,status_curadoria_documental,status_identidade,status_preenchimento,status_sub_pl_atual,sub_pl_atual,subtipo_risco_diagnosticado,suporte_combinado_junior_mezanino,suporte_total,taxonomia_estrutural,texto_minimo,tipo_exibicao,tipo_recebivel_literal,nome_cvm,pl_publicado_brl,linhas_tabela_iv,contas_senior_reportadas,linhas_tabela_x_1_1,competencia_cvm,situacao_contas_senior,indicio_posicao_exclusiva,identidade_titular_cvm,ordem_pl
False,preço unitário da cota; originador; sacado/devedor; tipo de recebível,0.00998033299595697,Agro / Revenda,Adquirência,"a ARTHUR LUNDGREN TECIDOS S.A CASAS PERNAMBUCANAS, sociedade anônima, sem registro de companhia aberta perante à CVM, com sede na Cidade de São Paulo, Estado de São Paulo, na Rua da Consolação, 2.411, 2387, Consolação, CEP 01301-100, inscrita no CNPJ sob o nº 61.09 9.834/0001-90, sendo certo que transações realizadas sob o CNPJ de quaisquer filiais estão abrangidas nesta definição",Pernambucanas,54083697000130,54.083.697/0001-30,54083697000130,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2024-04-12,640301,False,,"Multicarteira Agro, Indústria e Comércio",0.008982299696361273,"regulamento 640301, 119 páginas",FundosNet/B3; documento 640301; referência 2024-04-12; p. 84,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=628851,"Contratos de adquirência, bandeiras, emissores e transações de pagamento",Agro / Revenda,"regulamento 640301, 119 páginas",False,Não,"10,0%",direto no regulamento,junior_pl,0.1,,,0.1,True,10%–15%,até 2 p.p. acima,Adquirência,"regulamento 640301, 119 páginas","Contratos de adquirência, bandeiras, emissores e transações de pagamento",Agro / Revenda,True,0.0,PERNAMBUCANAS FIDC DE RESPONSABILIDADE LIMITADA,PERNAMBUCANAS FIDC DE RESPONSABILIDADE LIMITADA,N/D,19,N/D,84,cedente,226559970.92,226559970.9200023,24691026.650002334,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,True,N/D,folga estreita,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.10898229969636128,Recebíveis de transações de pagamento Pernambucanas,,0.1,Agro / Revenda,"Cotas subordinadas júnior / PL, mínimo de 10,0%.","Agro, Indústria e Comércio",N/D,PERNAMBUCANAS FIDC DE RESPONSABILIDADE LIMITADA,226732689.34,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,46.0
True,originador; sacado/devedor; tipo de recebível,-0.01874149481787764,Financeiro,Risco Corporativo,"a Sotreq e a Somov, na qualidade de cedentes de Direitos Creditórios, por meio de sua matriz ou de suas filiais. - 9 -",Sotreq,52100879000147,52.100.879/0001-47,52100879000147,Suporte total ou combinado; não representa mínimo júnior isolado.,True,Carteira 101,2026-06,2026-02-06,1117315,True,-0.06551568139465933,Multicarteira Financeiro,-0.014056121113408232,"regulamento 1117315, 244 páginas",FundosNet/B3; documento 1117315; referência 2026-02-06; p. 49,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=740367,Sotreq e Somov cedem vendas e serviços a clientes empresariais,Financeiro,"regulamento 1117315, 244 páginas",,Candidato,"25,0%*",direto no regulamento,suporte_total_pl,0.25,,,,True,20%–35%,abaixo do piso,Risco Corporativo,"regulamento 1117315, 244 páginas",Sotreq e Somov cedem vendas e serviços a clientes empresariais,Financeiro,True,12.0,SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Denominação cortada pela largura da coluna na foto.,5,N/D,49,cedente,205217344.77,205217344.77034083,48419776.33984083,abaixo do mercado,1000.0,Cotas Subordinadas | Cotas Subordinadas Júnior,"Cotas Subordinadas: R$1.000,00 | Cotas Subordinadas Júnior: R$1.000,00",17/09/2024,740367,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=740367,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,True,N/D,abaixo do mínimo,APLICAR_ALTA,manual_aplicado,revisto — suporte estrutural total localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.23594387888659177,"Equipamentos e serviços, recebíveis comerciais pulverizados",,0.25,Financeiro,N/D,Financeiro,N/D,SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA,211287599.71,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,49.0
False,originador; sacado/devedor,0.08044213978637554,Agro / Revenda,Risco Corporativo,Saga Brasil,Saga Brasil,58476088000100,58.476.088/0001-00,58476088000100,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2025-02-25,852325,False,,Recebíveis Comerciais,0.05363077459557658,regulamento 852325,FundosNet/B3; documento 852325; referência 2025-02-25; p. 18,cedente: IMG_8706.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,"Lastro são notas comerciais, com porte dos emissores ainda a validar",Agro / Revenda,regulamento 852325,,Candidato,"33,33%",direto no regulamento,junior_pl,0.3333,,,0.3333,True,35%–60%,acima do piso,Risco Corporativo,regulamento 852325,"Lastro são notas comerciais, com porte dos emissores ainda a validar",Agro / Revenda,True,0.0,SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,CONSORCIO DALTEZ,OBS continua fora da foto após a descrição legível.,64,N/D,18,cedente,167604412.23,167604412.22479022,64851305.04979022,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00 | R$1.000,00",25/02/2025,852325,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,True,N/D,acima do mínimo,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.38693077459557657,Notas comerciais de empresas/devedores,,0.3333,Agro / Revenda,"Cotas subordinadas / PL, mínimo de 33,33%; estrutura com uma única classe residual.","Agro, Indústria e Comércio","os direitos creditórios originados das Notas Comerciais emitidas pelos Devedores, representados pelos Documentos Comprobatórios, conforme o caso, detidas pela Fundo contra os Devedores",SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,166274150.46,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,57.0
False,originador; sacado/devedor,0.07534082398822582,Agro / Revenda,Risco Corporativo,os Fornecedores que cedem Direitos Creditórios à Classe,N/D,65873297000145,65.873.297/0001-45,65873297000145,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2026-05-20,1226438,False,,Recebíveis Comerciais,0.06629992510963872,regulamento 1226438,FundosNet/B3; documento 1226438; referência 2026-05-20; p. 34,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,Fornecedores cedem notas fiscais devidas pela ArcelorMittal,Agro / Revenda,regulamento 1226438,False,Não,"12,0%",direto no regulamento,junior_pl,0.12,,,0.12,True,15%–20%,acima do piso,Risco Corporativo,regulamento 1226438,Fornecedores cedem notas fiscais devidas pela ArcelorMittal,Agro / Revenda,True,0.0,ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,ARCELORMITTAL VERTICE FUNDO DE INVESTIMENTO EM DIREITOS CRED,N/D,98,N/D,34,N/D,162575853.76,162575853.75516358,30287869.380123574,sem benchmark confiável,1000.0,Cotas Seniores | Cotas Subordinadas,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas: R$ 1.000,00",20/05/2026,1226438,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,True,N/D,acima do mínimo,APLICAR_ALTA,sem_overlay,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.18629992510963872,"Supplier finance, ArcelorMittal como devedora",,0.12,Agro / Revenda,"Cotas subordinadas / PL, mínimo de 12,0%; estrutura com uma única classe residual.","Agro, Indústria e Comércio","os direitos creditórios performados, decorrentes das Notas Fiscais, devidos pelas Devedoras, representativos de operações comerciais de venda de produtos ou prestação de serviços pelos Fornecedores às Devedoras, representados pelos Documentos Comprobatórios",ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,161139915.95,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,58.0
True,Sub/PL atual; originador,,Financeiro,Risco Corporativo,Cantu Store,Cantu Store,65836995000170,65.836.995/0001-70,65836995000170,Suporte total ou combinado; não representa mínimo júnior isolado.,True,Carteira 101,2026-06,2026-05-11,1184847,True,,Multicarteira Financeiro,,regulamento 1184844,FundosNet/B3; documento 1184847; referência 2026-05-11; p. 49–50,cedente: IMG_8707.jpg | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184844 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184844,Vendas locais a prazo para PF/PJ,Financeiro,regulamento 1184844,,Candidato,"20,0%*",direto no regulamento,suporte_total_pl,0.2,,,,False,N/D,N/D,Risco Corporativo,regulamento 1184844,Vendas locais a prazo para PF/PJ,Financeiro,True,12.0,PNEUCASH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA RESP LIMITADA,DAYCOVAL 0410 FUNDO DE INV EM DIREITOS CREDITORIOS,N/D,97,N/D,49–50,cedente,154321628.99,153129896.940435,30662317.480035003,sem benchmark confiável,1000.0,Cotas Subordinadas Junior | Cotas Subordinadas Mezanino | Série de Cotas Seniores,"Cotas Subordinadas Junior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00 | Série de Cotas Seniores: R$ 1.000,00",2026-05-11,1188501,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1188501,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,True,"os devedores (sacados), pessoas físicas ou jurídicas, que tenham estabelecido relação de consumo dos Direitos Creditórios com as Cedentes",não medido,APLICAR_ALTA,manual_aplicado,revisto — suporte estrutural total localizado,localizado,sub_pl_atual_ausente,N/D,,Recebíveis comerciais de produtos Cantu Store,,0.2,Financeiro,N/D,Financeiro,"os direitos creditórios performados (cujos respectivos Produtos foram entregues ou retirados, ou com pedidos emitidos) vincendos, existentes, livres e desimpedidos de quaisquer ônus, gravames ou restrições, de titularidade das Cedentes, originados no âmbito de Operações a Prazo envolvendo Produtos celebradas entre as Cedentes e seus respectivos Devedores, no mercado local, expressos em moeda corrente nacional, cujas respectivas transações sejam sempre representadas por Documentos Comprobatórios",PNEUCASH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  CLASSE ÚNICA FECHADA RESP LIMITADA,156145138.4,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,59.0
False,originador,,Agro / Revenda,Agro / Revenda,Emissão direta de produtor rural,Emissão direta de produtor rural,54857414000160,54.857.414/0001-60,54857414000160,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-06-01,1263627,False,,Agronegócio,,regulamento + IMG_8705,FundosNet/B3; documento 1263627; referência 2026-06-01; p. 74,cedente: IMG_8705.JPG | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=975459 | tipo_recebivel: IMG_8705.JPG,Devedores são produtores e cooperativas,Agro / Revenda,regulamento + IMG_8705,False,Não,N/D,direto no regulamento,junior_pl,0.15,,,0.15,True,20%–35%,incomparável,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,INDIE MERX RAIZ I CREDITO AGRO FUNDO DE INVESTIMEN,Literal preservado da coluna Cedente do Direito Creditório; OBS continua fora da foto. Denominação cortada.,42,N/D,74,cedente,104193325.49,104193325.48986152,28701375.90007043,sem benchmark confiável,1000.0,Cotas Subordinadas | Cotas Subordinadas Júnior,"Cotas Subordinadas: R$1.000,00 | Cotas Subordinadas Júnior: R$1.000,00 | R$1.000,00",20/08/2025,975459,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=975459,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,"os Devedores que são produtores rurais, pessoas físicas e/ou jurídicas, e/ou cooperativas de produtores rurais, indicadas pela Originadora e que sejam devedores dos Direitos Creditórios Adquiridos decorrentes das CPR-F emitidas diretamente em favor da Classe e/ou cedidas pelo Cedente à Classe, conforme o caso",não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.27546271092791885,CPR-F de produtores rurais,,,Agro / Revenda,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 15,0%.","Agro, Indústria e Comércio",risco produtor rural com passagem SIPAL e Fazendão,INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,106808826.44,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,62.0
True,originador; sacado/devedor; tipo de recebível,,Consignado INSS e FGTS,Consignado INSS e FGTS,QI Tech,QI Tech,53270983000142,53.270.983/0001-42,53270983000142,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-04-03,881263,False,0.03022912771768599,Crédito Pessoal,,N/D,FundosNet/B3; documento 881263; referência 2025-04-03; p. 14,cedente: IMG_8704.JPG,N/D,Consignado FGTS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.08,,,0.08,True,20%–35%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,ANGÁ FGTS +AG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ANGA FGTS MAIS AG FIDC RESPONSABILIDADE LIMITADA,N/D,3,N/D,14,cedente,71093264.7,71093264.69995001,14367405.36995,acima do mercado,1000.0,Cotas Seniores | Cotas Subordinadas Junior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Junior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",06/03/2024,617093,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=617093,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.20209235615466115,N/D,,,Consignado FGTS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 8,0%.",Financeiro,N/D,ANGÁ FGTS +AG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,70660715.97,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,70.0
False,originador; cedente; sacado/devedor,,Agro / Revenda,Agro / Revenda,N/D,N/D,57270666000187,57.270.666/0001-87,57270666000187,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2024-10-31,769277,False,,Recebíveis Comerciais,,IMG_8705,FundosNet/B3; documento 769277; referência 2024-10-31; p. 49,tipo_recebivel: IMG_8705.JPG,Rede aparece como adquirente somente na planilha,Agro / Revenda,IMG_8705,False,Não,N/D,direto no regulamento,junior_pl,0.1,,,0.1,True,15%–20%,incomparável,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,MOBILITAS FIDC RL,N/D,49,N/D,49,N/D,53019295.56,53019295.56016188,8019295.530011886,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",31/10/2024,769275,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=769275,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,PENDENTE_FONTE_PRIMARIA,sem_overlay,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.15125239679838337,"Recebíveis performados, Rede como adquirente",,,Agro / Revenda,"Cotas subordinadas júnior / PL, mínimo de 10,0%.","Agro, Indústria e Comércio",Direitos Creditórios performados; REDE como adquirente,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53283562.37,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,72.0
True,Sub/PL atual; originador; sacado/devedor,,Consignado INSS e FGTS,Consignado INSS e FGTS,Parati,Parati,44173467000109,44.173.467/0001-09,44173467000109,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,False,Carteira 101,2026-06,2024-11-28,791513,True,,Crédito Consignado,,N/D,FundosNet/B3; documento 791513; referência 2024-11-28; p. 19,cedente: IMG_8704.JPG | tipo_recebivel: IMG_8704.JPG,N/D,Consignado INSS,N/D,,N/D,"10,0%*","calculado: 10,0% × 10,0%",junior_pl_calculado,0.1,,0.01,,False,N/D,N/D,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,RECEIVABLES 48 FUNDO DE INVEST INSS MEU TUDO,"OBS da foto: Rating atual Baa1; se ajustar o rating na base, pode considerar perspectiva estável.",14,N/D,19,cedente,33343874.61,34539332.55446859,3842690.0744788502,sem benchmark confiável,1000.0,Cotas Seniores | Cotas Subordinadas Júnior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Júnior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",2024-11-28,791513,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791513,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,N/D,,N/D,,0.1,Consignado INSS,"Mínimo júnior calculado: subordinadas = 10,0% do PL e júnior = 10,0% das subordinadas.",Financeiro,Crédito consignado INSS,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,25146755.2,1.0,1.0,1.0,2026-07,1 conta senior reportada,True,nao publicada,75.0
True,sacado/devedor,,Adquirência,Adquirência,PagSeguro,PagBank (originador) | PagSeguro (cedente),28169275000172,28.169.275/0001-72,28169275000172,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,False,Carteira 101,2026-06,2026-03-25,1149521,False,0.47701698463976405,Adquirência,,N/D,FundosNet/B3; documento 1149521; referência 2026-03-25; p. 44,cedente: IMG_8705.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1147067,N/D,Adquirência,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.5,,,0.5,True,≥ 60%,incomparável,Adquirência,N/D,N/D,Adquirência,False,15.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PAGSEGURO I,IMG_8698 identifica PagBank como originador; IMG_8705 identifica PagSeguro como cedente e recebíveis dos ECs.,38,PagBank,44,originador | cedente,6234652185.61,6233925629.525884,3942647146.695884,acima do mercado,1000.0,Cotas Seniores | Cotas Subordinadas,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas: R$ 1.000,00 | R$ 1.000,00",2026-03-25,1149521,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1149521,valor nominal unitário (VNU),localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.6323764388646702,N/D,,,Adquirência,"Cotas subordinadas júnior / PL, mínimo de 50,0%; há classe mezanino.",Financeiro,"as U.R.s compostas por direitos creditórios detidos pelo Estabelecimento Credenciado em face do Devedor em decorrência de Transações de Pagamento, na modalidade de crédito pós -pago à vista, e/ou crédito pós -pago parcelado sem juros, e débito, realizad as pelos Usuários Finais com a utilização de Instrumentos de Pagamento para a aquisição de bens, produtos, mercadorias ou serviços nos Estabelecimentos Credenciados e devidos pelo Devedor, conforme aplicável, após o desconto das taxas que constituem a remuneração dos Arranjos de Pagamento, dos Emissores e das Credenciadoras, bem como de outras eventuais retenções previstas nas regras do Arranjo de Pagamento, as quais serão Docusign Envelope I",FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,6710123199.26,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,1.0
True,Nenhum,,Adquirência,Adquirência,"os Estabelecimentos Comerciais (com relação aos Direitos Creditórios dos Estabelecimentos Comerciais) e o Mercado Crédito (com relação aos Direitos Creditórios do Mercado Crédito) que, nos termos do respectivo Contrato de Cessão, cedem a totalidade ou parte de seus respectivos Direitos Creditórios ao Fundo e, para tanto, tenham realizado",Mercado Pago (originador) | Mercado Livre (cedente),50473039000102,50.473.039/0001-02,50473039000102,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-05-19,909547,False,0.35801029123929784,Adquirência,,N/D,FundosNet/B3; documento 909547; referência 2025-05-19; p. 99,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=790777 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=790777 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=467929,N/D,Adquirência,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.1,,,0.1,True,35%–60%,incomparável,Adquirência,N/D,N/D,Adquirência,False,15.0,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,SELLER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Os rótulos manuais são complementares; a entidade documental e o papel legal prevalecem no export.,61,Mercado Pago,99,originador | cedente,3656448188.16,3656448188.156041,1877109875.6587489,acima do mercado,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",2025-05-19,909547,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=909547,valor nominal unitário (VNU),localizado documentalmente,False,"o MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA., sociedade limitada, com sede na Avenida das Nações Unidas, nº 3.003, Parte E, Bonfim, no Município de Osasco, Estado de São Paulo, CEP 06.233-903, inscrita no CNPJ sob o nº 10.573.521/0001-91",não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.513369745464204,N/D,,,Adquirência,"Totalidade das cotas júnior / PL, mínimo de 10,0%.",Financeiro,"os Direitos Creditórios dos Estabelecimentos Comerciais e os Direitos Creditórios do Mercado Crédito quando referidos em co njunto ou de forma indistinta, conforme aplicável",SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,3686747654.57,1.0,7.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,2.0
