grupo,fundo,nome_curto,cnpj,data_documento,documento_id,source_file,categoria_documento,tipo_documento,criterio,chave,evento,comparacao,limite,threshold_value,threshold_unit,monitorabilidade_ime,metrica_ime,fonte_pagina,trecho,mudanca_vs_evidencia_anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790772,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,790772_regulamento_regulamento_790772_2024-11-28.pdf · ID 790772,"Ativos Financeiros . Os Ativos Financeiros devem ser registrados, custodiados ou mantidos em conta de depósito diretamente em nome d a Classe Única, conforme o caso, em contas específicas abertas no Sistema Especial de Liquidação e Custódia – SELIC, no sistema de registro e liquidação financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alo…",alterou de >= 67% para >= 50%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790772,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,790772_regulamento_regulamento_790772_2024-11-28.pdf · ID 790772,"ira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alocação Mínima . Decorridos 180 (cento e oitenta ) dias do início das atividades d a Classe Única, a Classe Única deverá ter alocado, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido na aquisição de Direitos Creditórios Elegíveis, nos termos do artigo 44 do Anexo Normativo II (“Al…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,0.67,ratio,monitoravel,Dir Cred / PL,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"orme venham a ser estabelecidos no Contrato de Agente de Pagamento e Registro, observadas as disposições do Artigo 6.3 deste Anexo Descritivo. “Ambiente de Interoperabilidade” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. “Alocação M…",alterou de >= 50% para >= 67%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,0.67,ratio,monitoravel,Dir Cred / PL,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"s as disposições do Artigo 6.3 deste Anexo Descritivo. “Ambiente de Interoperabilidade” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. “Alocação Mínima” tem seu significado atribuído no Artigo 3.2 deste Anexo Descritivo. “Alocação Mín…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"Ativos Financeiros . Os Ativos Financeiros devem ser registrados, custodiados ou mantidos em conta de depósito diretamente em nome d a Classe Única, conforme o caso, em contas específicas abertas no Sistema Especial de Liquidação e Custódia – SELIC, no sistema de registro e liquidação financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alo…",alterou de >= 67% para >= 50%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"ira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alocação Mínima . Decorridos 180 (cento e oitenta ) dias do início das atividades d a Classe Única, a Classe Única deverá ter alocado, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido na aquisição de Direitos Creditórios Elegíveis, nos termos do artigo 44 do Anexo Normativo II (“Al…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025 10:00,909546,data/raw/50473039000102/909546_assembleia_assembleia_909546_2025-05-19.pdf,assembleia,AGO/E,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,909546_assembleia_assembleia_909546_2025-05-19.pdf · ID 909546,"), e do Artigo 14 .3.5. do anexo descritivo do regulamento do Fundo (“ Anexo Descritivo” e “R egulamento”, respectivamente). 3. M esa: Presidente: Karen Candi; Secretário: Alan Russo Najman. 4. O rdem do Dia: Com base nos incisos (iii), (iv), (v), (xvi), (xviii) e (xx) do Artigo 14.1 do Anexo Descritivo , deliberar sobre (i) a alteração do Regulamento ; (ii) o adi tamento ao “Contrato de Promessa de Cessão e Aquisiç…",alterou de >= 50% para >= 100%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025,909547,data/raw/50473039000102/909547_regulamento_regulamento_909547_2025-05-19.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,0.67,ratio,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf · ID 909547,"orme venham a ser estabelecidos no Contrato de Agente de Pagamento e Registro, observadas as disposições do Artigo 6.3 deste Anexo Descritivo. “Ambiente de Interoperabilidade” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. “Alocação M…",alterou de >= 100% para >= 67%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025,909547,data/raw/50473039000102/909547_regulamento_regulamento_909547_2025-05-19.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,0.67,ratio,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf · ID 909547,"s as disposições do Artigo 6.3 deste Anexo Descritivo. “Ambiente de Interoperabilidade” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. “Alocação Mínima” tem seu significado atribuído no Artigo 3.2 deste Anexo Descritivo. “Alocação Mín…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025,909547,data/raw/50473039000102/909547_regulamento_regulamento_909547_2025-05-19.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf · ID 909547,"vem ser registrados, custodiados ou mantidos em conta de depósito diretamente em nome d a Classe Única, conforme o caso, em contas específicas abertas no Sistema Especial de Liquidação e Custódia – SELIC, no sistema de registro e liquidação financeira 58 JUR_SP - 54419903v5 - 2154004.552458 administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alocação…",alterou de >= 67% para >= 50%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025,909547,data/raw/50473039000102/909547_regulamento_regulamento_909547_2025-05-19.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf · ID 909547,"2458 administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 3.2 Alocação Mínima . Decorridos 180 (cento e oitenta ) dias do início das atividades da Classe Única, a Classe Única deverá ter alocado, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido na aquisição de Direitos Creditórios Elegíveis, nos termos do artigo 44 do Anexo Normativo II (“Al…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,467929,data/raw/50473039000102/467929_regulamento_regulamento_467929_2023-05-05.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,467929_regulamento_regulamento_467929_2023-05-05.pdf · ID 467929,"o da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quinto) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de 29 JUR_SP - 48312563v8 - 2154004.508546 Remuneração, conforme previsto no respectivo Suplemento. “Reserva de…",primeira evidência local
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,467929,data/raw/50473039000102/467929_regulamento_regulamento_467929_2023-05-05.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,467929_regulamento_regulamento_467929_2023-05-05.pdf · ID 467929,"cipal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quinto) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de 29 JUR_SP - 48312563v8 - 2154004.508546 Remuneração, conforme previsto no respectivo Suplemento. “Reserva de Liquidez” significa a reserva de…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,467929,data/raw/50473039000102/467929_regulamento_regulamento_467929_2023-05-05.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100 %,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,467929_regulamento_regulamento_467929_2023-05-05.pdf · ID 467929,"sco, bem como enviar em até 5 (cinco) Dias Úteis todos os relatórios de atualização da classificação de risco, caso aplicável. 11.15. Qualquer a lteração na classificação de risco do Devedor deverá ser comunicada aos Cotistas por meio de correspondência eletrônica endereçada a cada um dos Cotistas do Fundo. CAPÍTULO DOZE – VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE ALOCAÇÃO DOS RECURSOS 12. 12.1. Reserva…",alterou de >= 100% para >= 100 %
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,467929,data/raw/50473039000102/467929_regulamento_regulamento_467929_2023-05-05.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100 %,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,467929_regulamento_regulamento_467929_2023-05-05.pdf · ID 467929,"eçada a cada um dos Cotistas do Fundo. CAPÍTULO DOZE – VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE ALOCAÇÃO DOS RECURSOS 12. 12.1. Reserva de Liquidez . O Fundo deverá estabelecer uma Reserva de Liquidez, cujo valor mínimo será equivalente a 3 (três) meses de despesas ordinárias do Fundo, assim entendidas como as despesas de manutenção de contratação dos prestadores de serviços do Fundo. 12.1.1. A Reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,22/05/2023,468756,data/raw/50473039000102/468756_regulamento_regulamento_468756_2023-05-22.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,468756_regulamento_regulamento_468756_2023-05-22.pdf · ID 468756,"tado pela Administradora para o pagamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quinto ) dia anterior à próxima Data de 26 Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva…",alterou de >= 100 % para >= 100%
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,22/05/2023,468756,data/raw/50473039000102/468756_regulamento_regulamento_468756_2023-05-22.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,468756_regulamento_regulamento_468756_2023-05-22.pdf · ID 468756,"agamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quinto ) dia anterior à próxima Data de 26 Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva de Liquidez” significa a reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,22/05/2023,468756,data/raw/50473039000102/468756_regulamento_regulamento_468756_2023-05-22.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,468756_regulamento_regulamento_468756_2023-05-22.pdf · ID 468756,"bem como enviar em até 5 (cinco) Dias Úteis todos os relatórios de atualização da classificação de risco, caso aplicável. 72 11.15. Qualquer alteração na classificação de risco do Devedor deverá ser comunicada aos Cotistas por meio de correspondência eletrônica endereçada a cada um dos Cotistas do Fundo. CAPÍTULO DOZE – VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE ALOCAÇÃO DOS RECURSOS 12. 12.1. Reserva de…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,29/05/2023,471085,data/raw/50473039000102/471085_regulamento_regulamento_471085_2023-05-29.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,471085_regulamento_regulamento_471085_2023-05-29.pdf · ID 471085,"tado pela Administradora para o pagamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º 26 (quadragésimo quinto ) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,29/05/2023,471085,data/raw/50473039000102/471085_regulamento_regulamento_471085_2023-05-29.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,471085_regulamento_regulamento_471085_2023-05-29.pdf · ID 471085,"agamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º 26 (quadragésimo quinto ) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva de Liquidez” significa a reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,29/05/2023,471085,data/raw/50473039000102/471085_regulamento_regulamento_471085_2023-05-29.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,471085_regulamento_regulamento_471085_2023-05-29.pdf · ID 471085,"risco, bem como enviar em até 5 (cinco) Dias Úteis todos os relatórios de atualização da classificação de risco, caso aplicável. 11.15. Qualquer alteração na classificação de risco do Devedor deverá ser comunicada aos Cotistas por meio de correspondência eletrônica endereçada a cada um dos Cotistas do Fundo. CAPÍTULO DOZE – VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE ALOCAÇÃO DOS RECURSOS 12. 12.1. Reserv…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023,558844,data/raw/50473039000102/558844_regulamento_regulamento_558844_2023-11-23.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,558844_regulamento_regulamento_558844_2023-11-23.pdf · ID 558844,"tado pela Administradora para o pagamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º 26 (quadragésimo quinto ) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023,558844,data/raw/50473039000102/558844_regulamento_regulamento_558844_2023-11-23.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,558844_regulamento_regulamento_558844_2023-11-23.pdf · ID 558844,"agamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º 26 (quadragésimo quinto ) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Suplemento. “Reserva de Liquidez” significa a reserva…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023,558844,data/raw/50473039000102/558844_regulamento_regulamento_558844_2023-11-23.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,558844_regulamento_regulamento_558844_2023-11-23.pdf · ID 558844,"risco, bem como enviar em até 5 (cinco) Dias Úteis todos os relatórios de atualização da classificação de risco, caso aplicável. 11.15. Qualquer alteração na classificação de risco do Devedor deverá ser comunicada aos Cotistas por meio de correspondência eletrônica endereçada a cada um dos Cotistas do Fundo. CAPÍTULO DOZE – VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE ALOCAÇÃO DOS RECURSOS 12. 12.1. Reserv…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790772,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790772_regulamento_regulamento_790772_2024-11-28.pdf · ID 790772,"ra o pagamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quint o) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Apêndice. “Reserva de Liquidez” significa a reserv…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790772,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790772_regulamento_regulamento_790772_2024-11-28.pdf · ID 790772,"EZ - VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE APLICAÇÃO DE RECURSOS 10.1 Reserva de Liquidez. A Classe Única deverá estabelecer uma Reserva de Liquidez, cujo valor mínimo será equivalente a 3 (três) meses de despesas ordinárias da Classe Única, assim entendidas como as despesas de manutenção de contratação dos prestadores de serviços da Classe Única, na proporção devida pela Classe Única. 10.1.1 A Rese…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790772,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790772_regulamento_regulamento_790772_2024-11-28.pdf · ID 790772,"ez, cujo valor mínimo será equivalente a 3 (três) meses de despesas ordinárias da Classe Única, assim entendidas como as despesas de manutenção de contratação dos prestadores de serviços da Classe Única, na proporção devida pela Classe Única. 10.1.1 A Reserva de Liquidez será constituída quando da integralização das Cotas, e será custeada pelos recursos recebidos pela Classe Única. 10.1.2 Os recursos mantidos na Res…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"ra o pagamento da próxima Amortização de Principal e/ou pagamento de Remuneração das Cotas, conforme o caso, a ser acumulada a partir do 45º (quadragésimo quint o) dia anterior à próxima Data de Amortização e 100% (cem por cento) constituída em até 10 (dez) dias antes da próxima Data de Amortização ou Data de Pagamento de Remuneração, conforme previsto no respectivo Apêndice. “Reserva de Liquidez” significa a reserv…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"EZ - VALORIZAÇÃO DAS COTAS E DOS ATIVOS DO FUNDO E ORDEM DE APLICAÇÃO DE RECURSOS 10.1 Reserva de Liquidez. A Classe Única deverá estabelecer uma Reserva de Liquidez, cujo valor mínimo será equivalente a 3 (três) meses de despesas ordinárias da Classe Única, assim entendidas como as despesas de manutenção de contratação dos prestadores de serviços da Classe Única, na proporção devida pela Classe Única. 10.1.1 A Rese…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,790777,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,1.0,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,790777_regulamento_regulamento_790777_2024-11-28.pdf · ID 790777,"ez, cujo valor mínimo será equivalente a 3 (três) meses de despesas ordinárias da Classe Única, assim entendidas como as despesas de manutenção de contratação dos prestadores de serviços da Classe Única, na proporção devida pela Classe Única. 10.1.1 A Reserva de Liquidez será constituída quando da integralização das Cotas, e será custeada pelos recursos recebidos pela Classe Única. 10.1.2 Os recursos mantidos na Res…",sem mudança vs evidência anterior
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025 10:00,909546,data/raw/50473039000102/909546_assembleia_assembleia_909546_2025-05-19.pdf,assembleia,AGO/E,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,10%,0.1,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,909546_assembleia_assembleia_909546_2025-05-19.pdf · ID 909546,"ados Juniores poderão, mediante notificação prévia de 5 (cinco) Dias Úteis, solicitar à Administradora a amortização extraordinária de suas Cotas Subordinadas Juniores, desde que (i) considerado pro forma o evento de amortização extraordinária, o Índice de Subordinação seja respeitado; e (ii) limitado à disponibilidade de caixa da Classe Única que exceda eventuais montantes reservados à título de Reserva de Caixa e…",alterou de >= 100% para >= 10%
