Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"s, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"na regulamentação aplicável. 31 5.2. Após o prazo de 90 (noventa) dias corridos contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido al ocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Política de Investimento prevista neste Regulamento de forma suficiente para atingir a Alocação…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"al Social da MeLi e cada uma das suas subsidiárias e afiliadas, conforme disposto no Bad Acts Guaranty. ""Agência Classificadora de Risco"" Qualquer agência de classificação de risco autorizada a prestar tais serviços junto a CVM que tenha sido contratada pelo Fundo para a valiação de risco das Cotas, conforme aplicável. ""Agente de Cobrança CCB"" Mercado Pago, contratado para prestação dos serviços de cobrança dos Dire…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"a PPV"" Custodiante ou terceiro por ele contratado para prestação dos serviços de cobrança dos Direitos Creditórios PPV considerados vencidos e não pagos, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos D…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"ança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alocação Mínima de Investimento"" A alocação de, no mínimo, 50% (cinquenta por cento) do Patrimônio Líquido do Fundo em Dire…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"ável; 9. inexistência de ação judicial ou outros procedimentos judiciais, arbit rais ou administrativos aplicáveis em curso perante qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 10. a taxa de juros anual (“ APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). 112 ANEXO VIII - LIMITES DE CONCE…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"respectiva quantidade, rentabilidade, valor, percentual que representa da Carteira do Fundo e data de venciment o, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: 73 (i) prestar fiança, aval, aceite ou coobrigar -se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de derivati…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,678673_regulamento_regulamento_678673_2024-06-10.pdf · ID 678673,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"dem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,699514_assembleia_assembleia_699514_2024-07-12.pdf · ID 699514,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,11%,,,,"órico de Inadimplência Comerciante ” prevista no Regulamento do Fundo, para ajustar as datas em que tais índices deverão ser considerados; (xxv) a alteração da definição de “ Índice Histórico de Inadimplência Consumidor ” prevista no Regulamento do Fundo, para ajustar os percentuais ali previstos, na hipótese de Evento de Avaliação, de 11% (onze por cento) para 9,5% (nove inteiros e meio por cento) e, na hipótese de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,o Reais para Dólares Norte Americanos (utilizando- se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,"de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) o Valor Nominal Unitário Atualizado da Cota Sênior e (ii) o Patrimônio Líquido do Fundo, ambos calculados em uma mesma data, sendo a Razão de Sub…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"eriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) o Valor Nominal Unitário Atualizado da Cota Sênior e (ii) o Patrimônio Líquido do Fundo, ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de s…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,"elo Fundo, em decorrência da titularidade da Cota Sênior no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência (i) para fins de verificação de Even…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,"4,50%",,,,"024 e se encerra no 12º (décimo segundo) mês de aniversário da referida data; e (b) após o encerramento do período mencionado no item (a) acima, 4,50% (quatro inteiros e cinquenta centésimos por cento).O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Consumidor” (i) para fins de verificação de Even…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"s, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"gulamento e na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias corridos contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Política de Investimento prevista neste Regulamento de forma suficiente para atingir a…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"as dessa Pessoa, seja por meio da capacidade de exercer poder de voto, por contrato ou de outra forma. ""Agência Classificadora de Risco"" Qualquer agência de classificação de risco autorizada a prestar tais serviços junto a CVM que tenha sido contratada pelo Fundo para avaliação de risco das Cotas, conforme aplicável. 5 ""Agente de Cobrança CCB"" Mercado Pago, contratado para prestação dos serviços de cobrança dos Dire…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"a PPV"" Custodiante ou terceiro por ele contratado para prestação dos serviços de cobrança dos Direitos Creditórios PPV considerados vencidos e não pagos, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos D…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"ança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alocação Mínima de Investimento"" A alocação de, no mínimo, 50% (cinquenta por cento) do Patrimônio Líquido do Fundo em Dire…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"Fundo e sua respectiva quantidade, rentabilidade, valor, percentual que representa da Carteira do Fundo e data de vencimento, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: (i) prestar fiança, aval, aceite ou coobrigar-se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de d…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,699515_regulamento_regulamento_699515_2024-07-12.pdf · ID 699515,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"s podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (a) flutuações das taxas de câmbio; (b) alterações na inflação; (c) alterações nas taxas de juros; (d) alterações na política fiscal; e (e) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,o Reais para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Su…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,"Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Subordinação” (Subordination Ratio) Significa a razão entre (i) o Valor Nominal Unitário Atualizado da Cota Sênior e (ii) o Patrimônio Líquido do Fundo, ambos calculados em uma mesma data, sendo a Razão de Subo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,"clusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Subordinação” (Subordination Ratio) Significa a razão entre (i) o Valor Nominal Unitário Atualizado da Cota Sênior e (ii) o Patrimônio Líquido do Fundo, ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de subo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,endário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. 28 O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (Historical Merchant Default Rate) Significa: (i) para fins de verificação de Evento de…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,"4,50%",,,,"aniversário da referida data; e (b) após o encerramento do período mencionado no item (a) acima, 4,50% (quatro inteiros e cinquenta centésimos por cento).O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Consumidor” (Historical Consumer Default Rate) Significa: (i) para fins de verificação de Evento…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"termos e condições descritos neste Regulamento e no Contrato de Prestação de Serviços de Cobrança. ""Agente de Recebimento"" (Receiving Agent) Significa o Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" (Bookepping Agent) Significa o Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alocaçã…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"assificadora de Risco"" Significa qualquer agência de classificação de risco autorizada a prestar tais serviços junto a CVM que tenha 5 (Risk Rating Agency) sido contratada pelo Fundo para avaliação de risco das Cotas, conforme aplicável. ""Agente de Cobrança CCB"" ou “Agente de Cobrança” (CCB Collection Agent or Collection Agent) Significa o Mercado Pago, contratado para prestação dos serviços de cobrança dos Direitos…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"; 9. inexistência de ação judicial ou outros procedimentos judiciais, arbitrais ou administrativos aplicáveis em curso perante qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 118 10. a taxa de juros anual (“APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). 119 ANEXO VII - LIMITES DE CONCENTR…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,20%,,,,"ecíficas abertas no Sistema Especial de Liquidação e de Custódia – SELIC, ou junto às Pessoas autorizadas à prestação desse serviço pelo Banco Central ou pela CVM. 5.7. O Fundo não poderá realizar operações day trade, assim consideradas aquelas iniciadas e encerradas no mesmo dia. 5.8. Observado o disposto no artigo 44, parágrafo 2º, do Anexo Normativo II, da Resolução CVM 175, o Fundo poderá contratar operações de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"s podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (a) flutuações das taxas de câmbio; (b) alterações na inflação; (c) alterações nas taxas de juros; (d) alterações na política fiscal; e (e) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939684_assembleia_assembleia_939684_2025-06-13.pdf · ID 939684,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,<=,45%,,,,"– Eligibility Criteria, with the renumbering of the subsequent items; - 6 - dd. a alteração do novo item 5 do novo Anexo VII – Critérios de Enquadramento para modificação do prazo de 60 (sessenta) para 90 (noventa) dias; dd. the amendment of new item 5 of the new Annex VII – Eligibility Criteria to change the term from 60 (sixty) to 90 (ninety) days; ee. a alteração do item (b) do novo Anexo VIII – Limites de Concen…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939684_assembleia_assembleia_939684_2025-06-13.pdf · ID 939684,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,<=,45%,,,,term from 60 (sixty) to 90 (ninety) days; ee. a alteração do item (b) do novo Anexo VIII – Limites de Concentração para redução do limite de 45% (quarenta e cinco por cento) para 30% (trinta por cento); ee. the amendment of item (b) of the new Annex VIII – Concentration Limits to reduce the limit from 45% (forty -five percent) to 30% (thirty percent); ff. a alteração do item (c) do novo Anexo VIII – Limites de Conce…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939684_assembleia_assembleia_939684_2025-06-13.pdf · ID 939684,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,<=,30%,,,,"to 30% (thirty percent); ff. a alteração do item (c) do novo Anexo VIII – Limites de Concentração para elevação do limite de 2,5% (dois inteiros e cinco décimos por cento) para 5% (cinco por cento); ff. the amendment of item (c) of the new Annex VIII – Concentration Limits to increase the limit from 2.5% (two point five percent) to 5% (five percent); gg. a alteração do item (i) do novo Anexo VIII – Limites de Concen…"
