Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Juniores do Fundo,emissão,"R$ 40.000.000,00","pelos investidores, à disposição do Fundo. e) Valor total da oferta: R$ 40.000.000,00 (quarenta milhões de reais) f) Público-alvo: já cotistas do Fundo. g) Prazo de colocação: não se aplica. h) Rating: dispensada a contratação i) Intermediária líder da oferta: será a Administradora do Fundo. j) Custo de Distribuição: remuneração do Distribuidor, equivalente ao percentual de 0,01% sobre cada aporte. Os termos utiliza…","ta será calculado todo dia útil, nos termos do Regulamento. A data da aplicação e o valor da Cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo. e) Valor total da oferta: R$ 40.000.000,00 (quarenta milhões de reais) f) Público-alvo: já cotistas do Fundo. g) Prazo de colocação: não se aplica. h) Rating: dispensada a contratação i) Intermediária líder da of…",536974_emissao_emissao_536974_2023-10-06.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,10ª Série,evento de cota,,,"de 2023. 3. COMPARECIMENTO: Cotistas representando a 17,80% das Cotas de emissão do Fundo, presentes ainda os representantes da Administradora, como presidente o Sr. Tiago Natera G. Galdi , e como Secretário o Sr. Vinicius Hernandes R. Mendes; 4. ORDEM DO DIA / DELIBERAÇÕES: Os cotistas, sem ressalvas, aprovam: a) Resgate antecipado total da 10ª Série de Cotas Seniores encerrando-se a Oferta Pública de Lote Único e…",583426_assembleia_assembleia_583426_2024-01-05.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,cotas Subordinadas,evento de cota,"R$ 90.000.000,00","izando o critério de principal + juros. k) Resgate: no 36º (trigésimo sexto) mês, contados da data da primeira integralização de cotas, ocorrerá o resgate integral das Cotas (1/1), encerrando-se a referida classe de cotas com o pagamento no mesmo dia do mês que ocorreu a primeira integralização de cotas desta série; l) Remuneração alvo: Taxa DI (“Taxa Média Diária dos Depósitos Interfinanceiros”) 1 (um) dia, express…","trinta e seis) meses; h) Prazo de colocação: conforme RCVM 160; i) Carência: 12 (doze) meses j) Amortizações: Se o patrimônio do Fundo permitir, após o Prazo de Carência e até o 36º (trigésimo sexto) mês, a contar da primeira integralização de Cotas da série, ocorrerão pagamentos mensais, pelo valor da Cota do dia e a amortização será feita utilizando o critério de principal + juros. k) Resgate: no 36º (trigésimo se…",627259_assembleia_assembleia_627259_2024-02-14.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino e (b) 1,evento de cota,"R$300.000,00","o da Assembleia Geral de Cotistas; III – não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; IV – possui Cotas de Classe Sênior e de Classe Subordinada (Mezanino e Júnior); V – poderá emitir séries de Cotas da Classe Sênior com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número indeterminado de clas…","z) anos por deliberação da Assembleia Geral de Cotistas; III – não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; IV – possui Cotas de Classe Sênior e de Classe Subordinada (Mezanino e Júnior); V – poderá emitir séries de Cotas da Classe Sênior com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número…",627265_regulamento_regulamento_627265_2024-02-14.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,,emissão,"R$ 90.000.000,00",,,616523_emissao_emissao_616523_2024-03-08.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino e (b)1 (uma) classe de Cotas Subordinada,evento de cota,"R$300.000,00","por deliberação da Assembleia Geral de Cotistas;III não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance;IV possui Cotas de Classe Sênior e de Classe Subordinada (Mezanino e Júnior);V poderá emitir séries de Cotas da Classe Sênior com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a)um número indeterminado de…","ional de 10 (dez) anos por deliberação da Assembleia Geral de Cotistas;III não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance;IV possui Cotas de Classe Sênior e de Classe Subordinada (Mezanino e Júnior);V poderá emitir séries de Cotas da Classe Sênior com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a)um n…",631967_regulamento_regulamento_631967_2024-03-28.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,12ª Série,evento de cota,"R$ 117.000.000,00","critério de principal + juros. k) Resgate: no 42º ( quadragésimo segundo ) mês, contados da data da primeira integralização de cotas, ocorrerá o resgate integral das Cotas (1/1), encerrando -se a referida classe de cotas com o pagamento no mesmo dia do mês que ocorreu a primeira integralização de cotas desta série; l) Remuneração alvo: Taxa DI (“Taxa Média Diária dos Depósitos Interfinanceiros”) 1 (um) dia, expressa…","dois) meses; h) Prazo de colocação: conforme RCVM 160; i) Carência: 18 (dezoito) meses j) Amortizações: Se o patrimônio do Fundo permitir, após o Prazo de Carência e até o 42º (quadragésimo segundo) mês, a contar da primeira integralização de Cotas da série, ocorrerão pagamentos mensais, pelo valor da Cota do dia e a amortização será feita utilizando o critério de principal + juros. k) Resgate: no 42º ( quadragésimo…",674320_assembleia_assembleia_674320_2024-05-22.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,,emissão,"R$ 117.000.000,00",,,676139_emissao_emissao_676139_2024-06-10.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino,evento de cota,"R$ 300.000,00","e.com.br | www.singulare.com.br iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos . As Cotas Subordinadas serão divididas em (a) um número indeterminado de subclas…","oria: ouvidoria@singulare.com.br | www.singulare.com.br iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos . As Cotas Subordinadas serão divididas em (a) um número…",772135_regulamento_regulamento_772135_2024-11-06.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,13ª Série,evento de cota,"R$ 90.000.000,00","o o critério de principal + juros. k) Resgate: no 42º (quadragésimo segundo) mês, contados da data da primeira integralização de cotas, ocorrerá o resgate integral das Cotas (1/1), encerrando-se a referida classe de cotas com o pagamento no mesmo dia do mês que ocorreu a primeira integralização de cotas desta série; l) Remuneração alvo: Taxa DI (“Taxa Média Diária dos Depósitos Interfinanceiros”) 1 (um) dia, express…","dois) meses; h) Prazo de colocação: conforme RCVM 160; i) Carência: 18 (dezoito) meses j) Amortizações: Se o patrimônio do Fundo permitir, após o Prazo de Carência e até o 42º (quadragésimo segundo) mês, a contar da primeira integralização de Cotas da série, ocorrerão pagamentos mensais, pelo valor da Cota do dia e a amortização será feita utilizando o critério de principal + juros. k) Resgate: no 42º (quadragésimo…",781703_assembleia_assembleia_781703_2024-11-12.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,13ª Série,evento de cota,,,,781707_evento_evento_781707_2024-11-12.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,,emissão,"R$ 90.000.000,00",,,785428_emissao_emissao_785428_2024-11-22.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino,evento de cota,"R$ 300.000,00","EP 01445-000 São Paulo - SP iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número indeterminado de subclasses d…",", Jardim Paulistano - CEP 01445-000 São Paulo - SP iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número indete…",913534_regulamento_regulamento_913534_2025-05-28.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino,evento de cota,"R$ 300.000,00","dim Paulistano - CEP 01445-000 iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número indeterminado de subclasse…","24, 7º - 12º andar, Jardim Paulistano - CEP 01445-000 iii) não possui taxa de ingresso, nem taxa de saída, e não possui taxa de desempenho ou de performance; iv) possui Cotas de subclasse Sênior e de subclasses Subordinadas (“Mezanino e Júnior”); v) poderá emitir séries de Cotas Seniores com prazos e valores para amortização, resgate e remuneração distintos. As Cotas Subordinadas serão divididas em (a) um número ind…",1011996_regulamento_regulamento_1011996_2025-10-13.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,Cotas Subordinadas Mezanino,evento de cota,"R$ 50.000.000,00","Taxa DI + 3% a.a. | sobretaxa de 3% a.a. (três por cento ao ano); k) Possibilidade de encerramento da distribuição com cancelamento do saldo não colocado: Poderá ser cancelado; l) Distribuidor: Será a Administradora do Fundo; m) Custo de Distribuição: Pelos serviços de distribuição de Cotas do Fundo será devido à Administradora uma remuneração de 0,01% (um centésimo) sobre cada aporte registrado. Os termos utilizados neste Suplemento,…","do dia útil, nos termos do Regulamento. A data da aplicação e o valor da Cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo; e) Valor Total da Oferta: R$ 50.000.000,00 (cinquenta milhões de reais); f) Período de Carência: 24 (vinte e quatro) meses; g) Amortização: Se o patrimônio do Fundo permitir, após o Prazo de Carência e até o 48º (quadragésimo oitavo…",1089197_assembleia_assembleia_1089197_2026-01-19.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,,evento de cota,,,,1089198_evento_evento_1089198_2026-01-19.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,cotas MEZANINO 6 do,emissão,"R$ 50.000.000,00",,,1089508_emissao_emissao_1089508_2026-01-21.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,6ª Série,evento de cota,"R$ 15.000.000,00","Taxa DI + 2,5% a.a. | io de mensagem eletrônica (“Cotistas”), com prazo final para recebimento de manifestações de voto o dia 27 (vinte e sete) de abril de 2026. ORDEM DO DIA: 1. A 2ª emissão de cotas da 6ª Série de Subclasse Subordinada Mezanino do fundo, no valor total de R$ 15.000.000,00 (Quinze milhões de reais); 2. A alteração da Rentabilidade Alvo da 6ª Série de Subclasse Subordinada Mezanino do fundo, passando a ser 100% (cem por…","os termos do art. 76, §§ 5º e 6º, da Parte Geral da Resolução CVM nº 175, de 23 de dezembro de 2022, e do regulamento do Fundo, conforme segue: CONSULTA FORMAL: encaminhada aos cotistas detentores da integralidade das cotas emitidas pelo Fundo em 10 de abril de 2026, por meio de mensagem eletrônica (“Cotistas”), com prazo final para recebimento de manifestações de voto o dia 27 (vinte e sete) de abril de 2026. ORDEM…",1179100_assembleia_assembleia_1179100_2026-04-27.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,6ª Série,evento de cota,"R$ 15.000.000,00","Taxa DI + 2,5% a.a. | s inteiros e cinco décimos por cento ao ano); k) Possibilidade de encerramento da distribuição com cancelamento do saldo não colocado: Poderá ser cancelado; l) Distribuidor: Será a Administradora do Fundo; m) Custo de Distribuição: Pelos serviços de distribuição de Cotas do Fundo será devido à Administradora uma remuneração de 0,01% (um centésimo) sobre cada aporte registrado. Os termos utilizados neste Suplemento,…","do dia útil, nos termos do Regulamento. A data da aplicação e o valor da Cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo; e) Valor Total da Oferta: R$ 50.000.000,00 (Cinquenta milhões de reais); f) Período de Carência: 24 (vinte e quatro) meses; g) Amortização: Se o patrimônio do Fundo permitir, após o Prazo de Carência e até o 48º (quadragésimo oitavo…",1179105_assembleia_assembleia_1179105_2026-04-27.pdf
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18.185.812/0001-14,,cotas MEZANINO 6 do,emissão,"R$ 50.000.000,00",,,1175771_emissao_emissao_1175771_2026-04-30.pdf
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,,cotas seniores de emissão do Fundo (“Cotas,evento de cota,,"berações mencionadas nos itens (a) e (b) acima, bem como as alterações descritas abaixo, dentre outras modificações; o Novo Regulamento passará a vigorar nos termos do Anexo II à presente ata a partir de 04 de maio de 2021, para todos os fins e efeitos: (1) inclusão da previsão de regime de amortização, pagamento de remuneração e negociação das cotas; (2) inclusão da possibilidade de aplicação dos recursos do Fundo…","star como SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL; (ii) A alteração de estrutura do Fundo que passará de condomínio aberto para fechado, o que refletirá em toda a minuta do Regulamento e estrutura do Fundo, sendo alguns dos itens: onde o fun do passará a contar com a possibilidade de amortização de cotas e não mais resgate; a inclusão de classe de cotas que serão registradas na CVM; b…",170613_assembleia_assembleia_170613_2021-04-26.pdf
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,,,evento de cota,"R$ 500.000,00","Taxa DI + 9% a.a. | ra, em nome do Fundo, além do disposto no artigo 36 da Instrução CVM nº 356/01 e no presente Regulamento: (a) criar ônus ou gravame, de qualquer tipo ou natureza, sobre os Direitos Creditórios Cedidos e os Ativos Financeiros integrantes da carteira do Fundo; e (b) emitir Cotas em desacordo com este Regulamento. REMUNERAÇÃO DA ADMINISTRADORA , DA GESTORA E DA CONSULTORA ESPECIALIZADA 6.1 O Fundo pagará, mensalmente,…","(f) monitorar, com base nas informações fornecidas pela Gestora, pelo Custodiante, pela Consultora Especializada e/ou pelo Agente de Monitoramento, conforme o caso: (1) o atendimento à Subordinação Mínima Sênior e à Subordinação Mínima Mezanino; (2) a composição da Reserva de Despesas e Encargos e da Reserva de Amortização; (3) a ocorrência de qualquer Evento de Desalavancagem e, consequentemente, a composição da Re…",170614_regulamento_regulamento_170614_2021-04-26.pdf
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,,5ª Série,emissão,"R$240.000.000,00","Taxa DI + 4,50% a.a. | ão Inicial. Será permitida a distribuição parcial das Cotas Seniores da 5ª Série, desde que observada a colocação de, no mínimo, 100.000 (cem mil) Cotas Seniores da 5ª Série. As Cotas Seniores da 5ª Série terão prazo de duração de 48 (quarenta e oito) meses a contar da Data de Subscrição Inicial, sendo os pagamentos de remuneração e amortização de principal das Cotas Seniores da 5ª Série realizados nos termos dos it…","rá permitida a distribuição parcial das Cotas Seniores da 5ª Série, desde que observada a colocação de, no mínimo, 100.000 (cem mil) Cotas Seniores da 5ª Série. As Cotas Seniores da 5ª Série terão prazo de duração de 48 (quarenta e oito) meses a contar da Data de Subscrição Inicial, sendo os pagamentos de remuneração e amortização de principal das Cotas Seniores da 5ª Série realizados nos termos dos itens 4 e 5 abai…",171905_emissao_emissao_171905_2021-05-03.pdf
